                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                  1.152,                 2.0207,                 1.1382,                0.15385,                    0.4,                 0.2737,                0.13729,                 2.0146,                 25.915,                 3.5857,              0.0016783,              0.0016783,              0.0016783
                     16,                 1.1278,                 2.2766,                 1.1909,                0.28571,                    0.4,                0.41495,                0.13614,                 1.7301,                 18.671,                 2.9178,              0.0016535,              0.0016535,              0.0016535
                     17,                 1.1099,                 2.1051,                 1.0563,                0.98734,                    0.8,                0.79584,                0.48453,                 1.5215,                 3.1711,                 1.8963,              0.0016287,              0.0016287,              0.0016287
                     18,                 1.0792,                 2.2434,                 1.1939,                0.47042,                    0.8,                0.54861,                0.33123,                 1.5556,                 3.3109,                 1.8009,               0.001604,               0.001604,               0.001604
                     19,                 1.0914,                 1.9882,                 1.1833,                0.47042,                    0.8,                0.54861,                0.33123,                 1.5556,                 3.3109,                 1.8009,              0.0015793,              0.0015793,              0.0015793
                     20,                 1.0642,                 1.7755,                 1.1208,                0.41559,                    0.6,                0.42385,                0.29981,                 1.4657,                  3.639,                 1.9525,              0.0015545,              0.0015545,              0.0015545
                     21,                 1.1109,                 1.8672,                 1.1468,                 0.6448,                    0.4,                0.49002,                0.23531,                 1.7185,                 4.4022,                 1.8617,              0.0015298,              0.0015298,              0.0015298
                     22,                  1.184,                 2.0519,                 1.2061,                0.29486,                    0.6,                0.37684,                0.14615,                 1.7674,                 4.3598,                 1.9434,               0.001505,               0.001505,               0.001505
                     23,                 1.1689,                 2.0344,                 1.2169,                0.47154,                    0.6,                0.49015,                0.22382,                 1.7643,                 3.8482,                  2.074,              0.0014803,              0.0014803,              0.0014803
                     24,                 1.0351,                   1.71,                 1.0505,                0.65133,                    0.4,                0.46381,                0.23507,                 1.8949,                 3.2821,                 1.9565,              0.0014555,              0.0014555,              0.0014555
                     25,                 1.0995,                 1.7215,                 1.0907,                0.93171,                    0.4,                0.49872,                0.30881,                 1.8935,                   3.15,                 2.0541,              0.0014307,              0.0014307,              0.0014307
                     26,                 1.0689,                 1.5824,                 1.1209,                0.93171,                    0.4,                0.49872,                0.30881,                 1.8935,                   3.15,                 2.0541,               0.001406,               0.001406,               0.001406
                     27,                0.88499,                 2.2298,                0.94266,                0.96003,                    0.4,                0.55831,                 0.3349,                   2.01,                 2.7253,                 2.2442,              0.0013813,              0.0013813,              0.0013813
                     28,                 1.0928,                 1.7729,                  1.186,                0.58106,                    0.6,                0.56732,                0.32867,                 1.9463,                 2.7042,                 2.4771,              0.0013565,              0.0013565,              0.0013565
                     29,                 1.1087,                 1.9897,                 1.2163,                0.74899,                0.59758,                0.65064,                0.38854,                 1.9169,                 2.3785,                 2.8353,              0.0013318,              0.0013318,              0.0013318
                     30,                 1.0793,                 1.7814,                 1.1272,                0.64964,                      1,                0.83071,                0.39019,                 1.6324,                 2.3202,                 2.6103,               0.001307,               0.001307,               0.001307
                     31,                0.86373,                 1.9675,                0.97604,                0.78359,                    0.8,                0.78643,                0.38365,                 1.5973,                 2.6961,                 2.3106,              0.0012822,              0.0012822,              0.0012822
                     32,                 1.0427,                  1.834,                 1.1194,                0.78359,                    0.8,                0.78643,                0.38365,                 1.5973,                 2.6961,                 2.3106,              0.0012575,              0.0012575,              0.0012575
                     33,                 1.0682,                 1.6648,                 1.1073,                0.97548,                    0.8,                 0.8575,                0.48247,                 1.4603,                 2.4402,                 1.9823,              0.0012328,              0.0012328,              0.0012328
                     34,                 1.1884,                 1.8884,                 1.2477,                0.77811,                    0.8,                0.77056,                0.46214,                 1.4472,                 2.5497,                 1.9473,               0.001208,               0.001208,               0.001208
                     35,                 1.0019,                 1.5993,                 1.1393,                0.46124,                    0.6,                0.54652,                0.25299,                 1.5856,                 3.0103,                   2.02,              0.0011833,              0.0011833,              0.0011833
                     36,                 1.0574,                 1.6124,                  1.079,                0.55242,                0.74679,                0.50429,                0.21185,                 1.7343,                 2.7398,                 2.1096,              0.0011585,              0.0011585,              0.0011585
                     37,                 1.0134,                 1.6761,                  1.149,                0.54032,                    0.8,                0.66811,                0.32232,                 1.5371,                 2.5648,                   2.06,              0.0011337,              0.0011337,              0.0011337
                     38,                0.94587,                 1.7777,                0.99544,                 0.7359,                    0.6,                 0.6575,                 0.4025,                 1.3028,                 2.1457,                 1.8456,               0.001109,               0.001109,               0.001109
                     39,                 1.0119,                 1.3652,                 1.1086,                 0.7359,                    0.6,                 0.6575,                 0.4025,                 1.3028,                 2.1457,                 1.8456,              0.0010842,              0.0010842,              0.0010842
                     40,                0.95786,                 1.4526,                 1.0895,                0.74065,                    0.6,                   0.67,                0.42705,                 1.3782,                 1.9915,                 1.7187,              0.0010595,              0.0010595,              0.0010595
                     41,                 1.0249,                 1.6076,                 1.1363,                0.85708,                    0.4,                 0.5124,                0.30379,                 1.4789,                 2.5561,                 1.8213,              0.0010347,              0.0010347,              0.0010347
                     42,                0.93042,                 1.3966,                 1.0338,                0.92324,                    0.2,                0.23268,                0.17502,                 1.6907,                 3.1541,                 1.9257,                0.00101,                0.00101,                0.00101
                     43,                0.94272,                 1.6102,                 1.0947,                0.90676,                    0.2,                0.22917,                 0.1682,                 1.8215,                 3.0864,                 2.1705,             0.00098525,             0.00098525,             0.00098525
                     44,                0.86496,                 1.3261,                 1.0376,                0.99256,                    0.4,                0.48393,                0.27232,                 1.5256,                  2.662,                 1.9384,              0.0009605,              0.0009605,              0.0009605
                     45,                0.82848,                 1.2882,                0.96345,                0.99256,                    0.4,                0.48393,                0.27232,                 1.5256,                  2.662,                 1.9384,             0.00093575,             0.00093575,             0.00093575
                     46,                0.95955,                 1.4159,                 1.0345,                0.97042,                    0.4,                0.51382,                0.32452,                 1.4507,                 2.3867,                 1.8145,               0.000911,               0.000911,               0.000911
                     47,                0.85274,                 1.3134,                0.95006,                0.97447,                    0.4,                0.57206,                0.36279,                 1.3095,                 2.1584,                 1.6241,             0.00088625,             0.00088625,             0.00088625
                     48,                0.86535,                 1.2852,                 1.0706,                0.74157,                0.57978,                0.60751,                0.40613,                 1.1914,                 2.0018,                 1.6033,              0.0008615,              0.0008615,              0.0008615
                     49,                0.89726,                 1.4239,                 1.0764,                0.62058,                    0.8,                 0.6711,                0.48723,                 1.1351,                  1.926,                  1.556,             0.00083675,             0.00083675,             0.00083675
                     50,                0.90099,                 1.3045,                 1.1656,                0.76657,                    0.8,                0.72462,                0.52252,                 1.1845,                   1.83,                 1.6292,               0.000812,               0.000812,               0.000812
                     51,                0.93476,                 1.4281,                 1.1461,                      1,                0.77149,                0.80624,                0.56844,                 0.9923,                 1.8248,                 1.4642,             0.00078725,             0.00078725,             0.00078725
                     52,                0.89723,                 1.3178,                0.98489,                      1,                0.77149,                0.80624,                0.56844,                 0.9923,                 1.8248,                 1.4642,              0.0007625,              0.0007625,              0.0007625
                     53,                0.83481,                 1.2239,                 1.0397,                      1,                0.77936,                0.80219,                 0.5616,                 1.0667,                  1.765,                 1.4893,             0.00073775,             0.00073775,             0.00073775
                     54,                0.90036,                 1.1943,                 1.0335,                      1,                 0.7881,                0.80443,                0.57852,                 1.0959,                 1.7356,                 1.5244,               0.000713,               0.000713,               0.000713
                     55,                 0.8347,                 1.3021,                 1.0804,                0.98182,                    0.8,                0.81087,                0.52009,                  1.134,                 1.8032,                 1.5454,             0.00068825,             0.00068825,             0.00068825
                     56,                0.85961,                 1.2448,                 1.0194,                0.97125,                    0.8,                0.81286,                0.51328,                 1.2511,                 1.8829,                 1.5942,              0.0006635,              0.0006635,              0.0006635
                     57,                0.77996,                 1.1164,                 1.0153,                0.78468,                    0.8,                0.77167,                0.54264,                 1.3237,                 1.9693,                 1.6295,             0.00063875,             0.00063875,             0.00063875
                     58,                 0.7932,                 1.1472,                0.99111,                0.78468,                    0.8,                0.77167,                0.54264,                 1.3237,                 1.9693,                 1.6295,               0.000614,               0.000614,               0.000614
                     59,                0.78271,                 1.0541,                0.98588,                 0.7834,                    0.8,                0.76833,                0.49822,                 1.3624,                 2.0954,                 1.6743,             0.00058925,             0.00058925,             0.00058925
                     60,                0.72494,                 1.1327,                 1.0284,                0.78498,                    0.8,                0.76185,                0.46925,                 1.3326,                 2.1021,                   1.63,              0.0005645,              0.0005645,              0.0005645
                     61,                0.76276,                 1.1166,                0.99396,                0.78579,                    0.8,                0.75618,                0.49517,                 1.3306,                 2.0044,                 1.6589,             0.00053975,             0.00053975,             0.00053975
                     62,                 0.7959,                 1.1307,                0.98601,                0.79867,                0.79469,                 0.7559,                0.47267,                 1.3189,                 1.8719,                 1.6665,               0.000515,               0.000515,               0.000515
                     63,                0.64701,                 1.4107,                0.89094,                0.98933,                    0.6,                0.72926,                0.48102,                 1.2736,                 1.8038,                  1.644,             0.00049025,             0.00049025,             0.00049025
                     64,                0.80818,                 1.2226,                0.99434,                0.98688,                    0.6,                0.72931,                0.48123,                 1.2622,                 1.7928,                 1.6296,              0.0004655,              0.0004655,              0.0004655
                     65,                0.78185,                 1.0675,                 1.0467,                0.98688,                    0.6,                0.72931,                0.48123,                 1.2622,                 1.7928,                 1.6296,             0.00044075,             0.00044075,             0.00044075
                     66,                0.71742,                0.98635,                 0.9692,                0.78707,                    0.8,                0.71604,                0.48683,                 1.2613,                 1.7912,                 1.6284,               0.000416,               0.000416,               0.000416
                     67,                0.73137,                 1.0484,                 1.0208,                0.78819,                    0.8,                0.71845,                0.48979,                 1.2631,                 1.6954,                 1.6111,             0.00039125,             0.00039125,             0.00039125
                     68,                0.76797,                 1.0977,                 1.0489,                0.78191,                    0.8,                 0.7237,                0.50051,                  1.309,                 1.7548,                 1.6572,              0.0003665,              0.0003665,              0.0003665
                     69,                0.63993,                0.99665,                0.90987,                0.77979,                    0.8,                0.73541,                0.49358,                 1.3606,                 1.7369,                 1.7126,             0.00034175,             0.00034175,             0.00034175
                     70,                0.68013,                 1.0736,                0.94088,                0.77735,                    0.8,                0.75667,                0.53272,                 1.3933,                 1.7267,                 1.7587,               0.000317,               0.000317,               0.000317
                     71,                0.60764,                 1.1435,                0.93937,                0.77735,                    0.8,                0.75667,                0.53272,                 1.3933,                 1.7267,                 1.7587,             0.00029225,             0.00029225,             0.00029225
                     72,                0.62251,                 1.1337,                 0.9454,                0.78319,                    0.8,                0.78167,                0.52978,                 1.3632,                 1.6415,                 1.7576,              0.0002675,              0.0002675,              0.0002675
                     73,                0.64148,                 1.1915,                 0.9745,                0.79823,                    0.8,                0.86643,                0.53894,                 1.3843,                 1.6335,                 1.7949,             0.00024275,             0.00024275,             0.00024275
                     74,                 0.6525,                 1.1005,                0.95973,                0.96638,                    0.8,                0.86643,                0.53355,                 1.3503,                 1.5939,                 1.7616,               0.000218,               0.000218,               0.000218
                     75,                0.67958,                 1.2854,                0.99893,                0.96871,                    0.8,                0.87192,                0.56086,                 1.3227,                  1.545,                 1.7408,             0.00019325,             0.00019325,             0.00019325
                     76,                 0.5643,                 1.0734,                0.93422,                 0.9775,                    0.8,                0.86643,                0.54061,                 1.3065,                 1.4763,                 1.7293,              0.0001685,              0.0001685,              0.0001685
                     77,                0.60358,                 1.0921,                0.95302,                0.97992,                    0.8,                0.86643,                 0.5549,                 1.2674,                 1.4139,                 1.6762,             0.00014375,             0.00014375,             0.00014375
                     78,                0.61466,                 1.1168,                0.98692,                0.97992,                    0.8,                0.86643,                 0.5549,                 1.2674,                 1.4139,                 1.6762,               0.000119,               0.000119,               0.000119
                     79,                0.57307,                 1.0425,                0.90915,                0.98724,                    0.8,                0.86643,                0.57238,                 1.2414,                  1.406,                 1.6463,              9.425e-05,              9.425e-05,              9.425e-05
                     80,                0.60407,                  1.118,                0.97113,                0.97709,                    0.8,                0.86167,                0.57149,                 1.2228,                  1.395,                 1.6297,               6.95e-05,               6.95e-05,               6.95e-05
