                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                 1.0436,                 1.7408,                 1.0496,                0.96095,                    0.4,                0.51836,                0.19593,                 2.0581,                 3.8625,                 2.0715,              0.0016205,              0.0016205,              0.0016205
                     26,                 1.0894,                 1.6444,                 1.1172,                0.96095,                    0.4,                0.51836,                0.19593,                 2.0581,                 3.8625,                 2.0715,               0.001604,               0.001604,               0.001604
                     27,                0.97734,                 1.9983,                0.98743,                0.58512,                    0.4,                0.48195,                 0.2259,                 1.9836,                 4.6352,                 2.1963,              0.0015875,              0.0015875,              0.0015875
                     28,                 1.1666,                 1.7026,                 1.1985,                0.74737,                0.59368,                0.57052,                0.38129,                 1.7741,                 3.4204,                 2.0815,               0.001571,               0.001571,               0.001571
                     29,                 1.2709,                 1.9557,                 1.2934,                0.59684,                0.59369,                0.55086,                 0.3427,                   1.53,                  2.953,                 1.8027,              0.0015545,              0.0015545,              0.0015545
                     30,                 1.2591,                 1.7593,                 1.1982,                      1,                0.59968,                0.79528,                0.46795,                 1.6566,                 2.5714,                 1.9281,               0.001538,               0.001538,               0.001538
                     31,                0.95266,                 1.8347,                 1.0461,                0.62719,                    0.8,                0.66195,                0.43244,                 1.7307,                 2.8005,                 2.1117,              0.0015215,              0.0015215,              0.0015215
                     32,                 1.2879,                 2.0243,                 1.1879,                0.62719,                    0.8,                0.66195,                0.43244,                 1.7307,                 2.8005,                 2.1117,               0.001505,               0.001505,               0.001505
                     33,                 1.1598,                 1.7669,                 1.1699,                0.55426,                    0.8,                0.63048,                0.35009,                 1.8201,                 2.7807,                 2.2267,              0.0014885,              0.0014885,              0.0014885
                     34,                 1.2945,                 1.9655,                 1.3799,                0.48664,                    0.8,                0.61865,                0.35414,                 1.8806,                 2.8063,                 2.3856,               0.001472,               0.001472,               0.001472
                     35,                 1.1018,                 1.6541,                 1.2135,                0.74512,                    0.6,                0.55624,                0.43172,                 1.4638,                 2.1607,                 2.1913,              0.0014555,              0.0014555,              0.0014555
                     36,                 1.0992,                 1.5997,                 1.1615,                0.74703,                0.59286,                0.55595,                0.39934,                 1.6511,                 2.1079,                 2.5888,               0.001439,               0.001439,               0.001439
                     37,                 1.0759,                 1.7267,                 1.1928,                0.78318,                    0.8,                0.71606,                0.39684,                  1.667,                 2.1903,                 2.4817,              0.0014225,              0.0014225,              0.0014225
                     38,                0.97724,                 1.7361,                 1.0143,                0.59939,                    0.6,                0.62585,                0.36434,                 1.6602,                 2.1063,                  2.193,               0.001406,               0.001406,               0.001406
                     39,                 1.0182,                 1.3862,                 1.1469,                0.59939,                    0.6,                0.62585,                0.36434,                 1.6602,                 2.1063,                  2.193,              0.0013895,              0.0013895,              0.0013895
                     40,                0.98149,                 1.4355,                 1.1251,                      1,                0.57229,                0.63006,                0.38528,                 1.4623,                 2.4031,                 1.7147,               0.001373,               0.001373,               0.001373
                     41,                0.97573,                 1.5591,                 1.1262,                0.42815,                    0.6,                0.51528,                0.29477,                 1.6018,                 2.7411,                 1.8084,              0.0013565,              0.0013565,              0.0013565
                     42,                0.93481,                 1.3448,                 1.0336,                0.53113,                    0.4,                0.53695,                0.31828,                 1.7201,                 3.3313,                 2.0402,                0.00134,                0.00134,                0.00134
                     43,                 1.0293,                 1.5723,                 1.1376,                0.56535,                    0.8,                0.62957,                 0.3891,                 1.7168,                 3.4167,                 2.0285,              0.0013235,              0.0013235,              0.0013235
                     44,                0.92471,                 1.1995,                 1.0459,                0.57062,                0.79774,                0.66006,                0.41237,                 1.7867,                 3.1948,                 2.1263,               0.001307,               0.001307,               0.001307
                     45,                0.92181,                 1.2788,                0.99046,                0.57062,                0.79774,                0.66006,                0.41237,                 1.7867,                 3.1948,                 2.1263,              0.0012905,              0.0012905,              0.0012905
                     46,                 1.0341,                 1.3281,                 1.0488,                0.48951,                    0.8,                0.64577,                0.39323,                 1.6189,                  2.886,                 2.0094,               0.001274,               0.001274,               0.001274
                     47,                0.89472,                  1.335,                0.96895,                0.64019,                    0.8,                 0.6791,                0.39066,                 1.9544,                  3.676,                 2.4045,              0.0012575,              0.0012575,              0.0012575
                     48,                0.90168,                 1.2689,                 1.0537,                0.77336,                    0.8,                0.71912,                0.39345,                 1.7352,                  3.113,                 2.2218,               0.001241,               0.001241,               0.001241
                     49,                 1.0111,                 1.4365,                  1.083,                0.49828,                    0.8,                0.69054,                 0.3834,                 1.7035,                 2.6256,                 2.0469,              0.0012245,              0.0012245,              0.0012245
                     50,                 1.0369,                 1.4457,                 1.1434,                 0.5211,                    0.8,                0.72179,                0.40324,                 1.6339,                 2.2537,                  2.027,               0.001208,               0.001208,               0.001208
                     51,                 1.0913,                 1.4244,                 1.1471,                0.89689,                    0.8,                0.87833,                0.47812,                 1.5816,                 1.9543,                 2.0724,              0.0011915,              0.0011915,              0.0011915
                     52,                0.89959,                 1.1576,                0.99413,                0.89689,                    0.8,                0.87833,                0.47812,                 1.5816,                 1.9543,                 2.0724,               0.001175,               0.001175,               0.001175
                     53,                0.88125,                 1.1701,                 1.0466,                0.84237,                    0.8,                0.88591,                0.51683,                 1.5767,                  1.899,                 2.0145,              0.0011585,              0.0011585,              0.0011585
                     54,                0.93514,                 1.2214,                 1.0551,                0.91876,                    0.8,                  0.895,                0.56289,                 1.4984,                 1.7346,                 1.8191,               0.001142,               0.001142,               0.001142
                     55,                0.87475,                 1.2425,                 1.0882,                0.89634,                    0.8,                0.87833,                0.56362,                 1.5092,                 1.4669,                 1.8288,              0.0011255,              0.0011255,              0.0011255
                     56,                0.88299,                 1.2299,                  1.037,                0.65297,                0.75892,                  0.745,                0.45805,                 1.5655,                 1.7221,                 1.7067,               0.001109,               0.001109,               0.001109
                     57,                0.89012,                 1.1344,                 1.0736,                0.75862,                    0.8,                0.68863,                0.38948,                 1.5874,                 1.9822,                 1.7135,              0.0010925,              0.0010925,              0.0010925
                     58,                0.86589,                 1.1487,                 1.0317,                0.75862,                    0.8,                0.68863,                0.38948,                 1.5874,                 1.9822,                 1.7135,               0.001076,               0.001076,               0.001076
                     59,                 1.0317,                 1.1429,                 1.0464,                0.66014,                    0.8,                0.67304,                0.33759,                  1.577,                 2.0191,                 1.6984,              0.0010595,              0.0010595,              0.0010595
                     60,                0.99734,                  1.199,                 1.1315,                0.56606,                    0.8,                0.61292,                0.33752,                  1.451,                 1.9829,                 1.6303,               0.001043,               0.001043,               0.001043
                     61,                0.93625,                 1.2097,                 1.0595,                0.53259,                    0.8,                0.52988,                 0.3381,                 1.3798,                 1.8946,                 1.5998,              0.0010265,              0.0010265,              0.0010265
                     62,                 0.9248,                 1.1522,                 1.0273,                0.64699,                    0.8,                 0.6569,                0.43914,                 1.3813,                 1.6577,                 1.5359,                0.00101,                0.00101,                0.00101
                     63,                 0.7898,                 1.3399,                0.94115,                0.76078,                    0.8,                0.74441,                0.48047,                 1.4498,                 1.4789,                 1.6975,              0.0009935,              0.0009935,              0.0009935
                     64,                  0.874,                 1.1305,                 1.0367,                0.90872,                    0.8,                0.82625,                0.46102,                 1.4412,                 1.6903,                 1.6954,               0.000977,               0.000977,               0.000977
                     65,                0.90865,                 1.1483,                 1.1385,                0.90872,                    0.8,                0.82625,                0.46102,                 1.4412,                 1.6903,                 1.6954,              0.0009605,              0.0009605,              0.0009605
                     66,                0.80024,                0.99446,                 1.0053,                0.78167,                    0.8,                 0.7853,                0.46348,                 1.3251,                 1.7251,                 1.6473,               0.000944,               0.000944,               0.000944
                     67,                0.83799,                 1.0027,                 1.0674,                0.55877,                    0.8,                  0.585,                0.40734,                 1.2721,                 1.6899,                 1.6726,              0.0009275,              0.0009275,              0.0009275
                     68,                0.86506,                 1.1437,                  1.087,                0.66403,                    0.8,                0.63071,                0.41183,                 1.3228,                 1.6767,                 1.7006,               0.000911,               0.000911,               0.000911
                     69,                0.81431,                0.96248,                0.97879,                0.66399,                0.79197,                0.62132,                 0.4004,                 1.4178,                 1.6625,                 1.8048,              0.0008945,              0.0008945,              0.0008945
                     70,                0.75878,                 1.0751,                0.97067,                 0.5724,                    0.6,                0.49963,                0.38055,                 1.3492,                 1.9092,                 1.6637,               0.000878,               0.000878,               0.000878
                     71,                0.74537,                 1.2368,                0.99743,                 0.5724,                    0.6,                0.49963,                0.38055,                 1.3492,                 1.9092,                 1.6637,              0.0008615,              0.0008615,              0.0008615
                     72,                0.75027,                 0.9929,                0.95725,                0.79264,                    0.8,                0.70278,                0.36907,                 1.5534,                 1.7999,                 1.8725,               0.000845,               0.000845,               0.000845
                     73,                0.92474,                 1.1754,                 1.0767,                0.73784,                    0.6,                0.58059,                0.32677,                 1.6162,                  1.787,                 1.9567,              0.0008285,              0.0008285,              0.0008285
                     74,                0.75874,                0.93364,                0.97259,                0.73812,                    0.6,                0.62389,                0.32546,                 1.6948,                 1.6731,                 2.0725,               0.000812,               0.000812,               0.000812
                     75,                0.84368,                 1.1308,                 1.0366,                0.73794,                    0.6,                0.72833,                0.40595,                 1.7339,                 1.5684,                 2.1646,              0.0007955,              0.0007955,              0.0007955
                     76,                 0.7191,                0.95204,                0.98029,                0.73687,                    0.6,                0.68056,                0.43557,                  1.711,                 1.5048,                  2.161,               0.000779,               0.000779,               0.000779
                     77,                0.74236,                0.97218,                0.99194,                0.73099,                    0.6,                0.72682,                0.46751,                 1.5667,                 1.5633,                 1.9784,              0.0007625,              0.0007625,              0.0007625
                     78,                0.72644,                0.92527,                0.95478,                0.73099,                    0.6,                0.72682,                0.46751,                 1.5667,                 1.5633,                 1.9784,               0.000746,               0.000746,               0.000746
                     79,                0.68145,                 0.8744,                0.96735,                0.77967,                    0.8,                  0.775,                0.44186,                 1.5509,                 1.6004,                  1.975,              0.0007295,              0.0007295,              0.0007295
                     80,                0.73512,                0.89068,                0.98091,                0.77633,                    0.8,                  0.736,                0.40897,                 1.4911,                 1.5874,                 1.8629,               0.000713,               0.000713,               0.000713
                     81,                0.71724,                  0.955,                0.96529,                0.77725,                    0.8,                0.71292,                0.41578,                 1.3968,                 1.5878,                 1.6162,              0.0006965,              0.0006965,              0.0006965
                     82,                0.68598,                0.85967,                0.94736,                 0.7836,                    0.8,                  0.775,                0.44427,                 1.3955,                 1.5335,                 1.5778,                0.00068,                0.00068,                0.00068
                     83,                 0.6943,                0.91468,                0.95571,                0.78748,                    0.8,                  0.815,                0.41115,                 1.3897,                 1.5863,                 1.5264,              0.0006635,              0.0006635,              0.0006635
                     84,                0.74994,                 0.8928,                0.95512,                0.78748,                    0.8,                  0.815,                0.41115,                 1.3897,                 1.5863,                 1.5264,               0.000647,               0.000647,               0.000647
                     85,                 0.7075,                0.89323,                0.94588,                0.78889,                    0.8,                0.79833,                0.37618,                 1.3713,                 1.6182,                 1.5055,              0.0006305,              0.0006305,              0.0006305
                     86,                0.69256,                0.90669,                 1.0005,                0.78619,                    0.8,                0.70743,                0.38786,                   1.33,                 1.6042,                 1.5179,               0.000614,               0.000614,               0.000614
                     87,                0.69882,                0.83015,                0.93845,                0.78392,                    0.8,                 0.7375,                0.43325,                 1.2312,                 1.5692,                 1.4676,              0.0005975,              0.0005975,              0.0005975
                     88,                0.60238,                 1.0551,                0.84605,                0.78375,                    0.8,                 0.7775,                 0.4758,                 1.3448,                 1.5167,                 1.6053,               0.000581,               0.000581,               0.000581
                     89,                0.73419,                 0.9216,                0.99949,                0.79081,                    0.8,                0.82167,                0.42287,                 1.4728,                 1.4048,                 1.7896,              0.0005645,              0.0005645,              0.0005645
                     90,                0.70718,                0.82533,                0.98209,                0.76421,                    0.8,                0.77056,                0.40159,                 1.4465,                 1.5325,                 1.7363,               0.000548,               0.000548,               0.000548
                     91,                0.75755,                0.94276,                0.99451,                0.76421,                    0.8,                0.77056,                0.40159,                 1.4465,                 1.5325,                 1.7363,              0.0005315,              0.0005315,              0.0005315
                     92,                0.75834,                 0.9574,                 1.0478,                0.91542,                    0.8,                0.83204,                0.41838,                 1.4345,                 1.7246,                 1.6713,               0.000515,               0.000515,               0.000515
                     93,                0.73521,                0.87367,                0.98657,                0.77817,                    0.8,                0.78132,                0.39492,                 1.4309,                 2.0222,                 1.6604,              0.0004985,              0.0004985,              0.0004985
                     94,                0.54197,                0.92662,                0.85236,                0.76342,                    0.8,                0.78357,                0.37518,                 1.3967,                 2.2548,                 1.6202,               0.000482,               0.000482,               0.000482
                     95,                0.79547,                 1.1734,                0.99965,                0.75585,                    0.8,                0.78441,                0.38995,                 1.3977,                 2.3458,                 1.5967,              0.0004655,              0.0004655,              0.0004655
                     96,                0.58802,                0.95328,                0.84436,                0.74749,                    0.8,                0.78441,                0.39118,                 1.3209,                 2.4101,                 1.5152,               0.000449,               0.000449,               0.000449
                     97,                 0.6817,                 0.8905,                0.98665,                0.74749,                    0.8,                0.78441,                0.39118,                 1.3209,                 2.4101,                 1.5152,              0.0004325,              0.0004325,              0.0004325
                     98,                0.53671,                0.76244,                0.92247,                0.73884,                    0.8,                0.78833,                0.43488,                 1.3277,                 2.4832,                 1.5238,               0.000416,               0.000416,               0.000416
                     99,                0.80165,                 1.0275,                 1.0129,                 0.7744,                    0.8,                0.83346,                0.46059,                 1.3507,                 2.2046,                 1.5264,              0.0003995,              0.0003995,              0.0003995
                    100,                0.66069,                0.85843,                0.97191,                0.67969,                    0.8,                0.83667,                0.51362,                 1.2995,                 2.0043,                 1.4641,               0.000383,               0.000383,               0.000383
                    101,                0.52593,                0.94944,                0.80643,                0.70922,                    0.8,                 0.8575,                0.53517,                 1.2864,                 2.0058,                  1.445,              0.0003665,              0.0003665,              0.0003665
                    102,                0.58904,                0.73155,                0.96251,                0.89546,                    0.8,                0.87833,                 0.5365,                 1.3004,                 1.8671,                 1.4332,                0.00035,                0.00035,                0.00035
                    103,                0.68342,                0.91185,                 1.0263,                0.90798,                    0.8,                0.87833,                0.51903,                 1.3614,                  1.678,                  1.475,              0.0003335,              0.0003335,              0.0003335
                    104,                0.70598,                0.87389,                0.95444,                0.90798,                    0.8,                0.87833,                0.51903,                 1.3614,                  1.678,                  1.475,               0.000317,               0.000317,               0.000317
