                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                 1.1052,                 1.5954,                 1.1508,                0.10095,                    0.4,                0.07188,                0.03768,                 1.7494,                 5.4082,                 1.9519,               0.001406,               0.001406,               0.001406
                     36,                 1.0831,                 1.7253,                 1.1934,                0.10095,                    0.4,                0.07188,                0.03768,                 1.7494,                 5.4082,                 1.9519,               0.001388,               0.001388,               0.001388
                     37,                 1.1502,                 1.6506,                  1.241,                0.71303,                    0.2,                0.24065,                0.17517,                 1.6879,                 3.9289,                  1.821,                0.00137,                0.00137,                0.00137
                     38,                 1.1389,                 1.6934,                 1.2301,                      1,                0.39807,                0.54915,                0.38734,                 1.2034,                 2.4505,                 1.6479,               0.001352,               0.001352,               0.001352
                     39,                 1.1258,                 1.6046,                 1.1236,                0.64104,                0.72311,                0.66967,                0.46108,                 1.3948,                 2.2014,                 1.6299,               0.001334,               0.001334,               0.001334
                     40,                 1.1307,                 1.6402,                  1.181,                 0.6511,                    0.8,                0.73716,                0.46748,                 1.4613,                 1.9228,                 1.6113,               0.001316,               0.001316,               0.001316
                     41,                 1.0866,                 1.5677,                  1.101,                 0.6511,                    0.8,                0.73716,                0.46748,                 1.4613,                 1.9228,                 1.6113,               0.001298,               0.001298,               0.001298
                     42,                 1.1421,                 1.6495,                 1.2279,                      1,                0.78713,                0.96167,                0.58677,                 1.5398,                 1.8427,                 1.6835,                0.00128,                0.00128,                0.00128
                     43,                 1.1494,                 1.6992,                 1.2536,                 0.8201,                 0.9206,                0.96167,                0.59964,                 1.5587,                 1.7859,                 1.8059,               0.001262,               0.001262,               0.001262
                     44,                 1.0454,                 1.5872,                 1.0937,                      1,                0.73933,                0.93786,                0.62308,                 1.5557,                 1.7328,                 1.9685,               0.001244,               0.001244,               0.001244
                     45,                 1.0793,                 1.5923,                 1.1781,                0.59354,                      1,                0.78667,                0.40743,                  1.395,                 2.0417,                 1.8053,               0.001226,               0.001226,               0.001226
                     46,                 1.0687,                  1.456,                 1.1477,                0.56667,                    0.8,                0.82833,                0.45234,                 1.5151,                 2.0806,                 1.8531,               0.001208,               0.001208,               0.001208
                     47,                 1.0414,                 1.4752,                 1.1578,                0.56667,                    0.8,                0.82833,                0.45234,                 1.5151,                 2.0806,                 1.8531,                0.00119,                0.00119,                0.00119
                     48,                0.94571,                 1.3585,                 1.1132,                0.77402,                    0.8,                0.80591,                0.44718,                 1.6173,                 2.1385,                 1.9713,               0.001172,               0.001172,               0.001172
                     49,                0.98142,                 1.3861,                 1.0546,                 0.7246,                    0.6,                0.67833,                0.42654,                 1.5636,                 2.2685,                 1.8555,               0.001154,               0.001154,               0.001154
                     50,                 0.9665,                 1.3531,                 1.0935,                0.72536,                    0.6,                0.58225,                0.34146,                 1.7157,                 2.4845,                  1.978,               0.001136,               0.001136,               0.001136
                     51,                0.94864,                 1.4768,                 0.9919,                0.57419,                    0.6,                 0.4575,                0.27812,                 1.9798,                  2.402,                 2.2722,               0.001118,               0.001118,               0.001118
                     52,                0.96438,                 1.3789,                 1.0262,                0.57419,                    0.6,                 0.4575,                0.27812,                 1.9798,                  2.402,                 2.2722,                 0.0011,                 0.0011,                 0.0011
                     53,                 1.0002,                 1.3007,                 1.0521,                0.85271,                    0.6,                 0.6032,                0.34819,                 2.0124,                 2.5533,                 2.3728,               0.001082,               0.001082,               0.001082
                     54,                0.97916,                 1.2865,                 1.1072,                0.95412,                    0.6,                0.66741,                0.38835,                 1.9781,                 2.1805,                 2.2929,               0.001064,               0.001064,               0.001064
                     55,                 1.1711,                 1.4073,                 1.2727,                0.96366,                    0.6,                0.70013,                0.45626,                 1.7049,                 1.8185,                 2.0259,               0.001046,               0.001046,               0.001046
                     56,                 1.0455,                 1.3399,                 1.1045,                0.80546,                    0.8,                0.83667,                0.48931,                 1.4452,                 1.9468,                 1.7863,               0.001028,               0.001028,               0.001028
                     57,                0.94005,                 1.4534,                 1.1095,                0.80546,                    0.8,                0.83667,                0.48931,                 1.4452,                 1.9468,                 1.7863,                0.00101,                0.00101,                0.00101
                     58,                 1.0433,                 1.3968,                 1.1516,                0.63578,                    0.8,                  0.845,                0.57324,                 1.3716,                 2.0256,                 1.7424,               0.000992,               0.000992,               0.000992
                     59,                0.95744,                 1.4078,                 1.1446,                0.62375,                    0.8,                  0.845,                0.53852,                 1.3922,                 2.2758,                 1.6778,               0.000974,               0.000974,               0.000974
                     60,                0.95201,                 1.3577,                 1.0766,                0.58234,                    0.8,                0.83848,                0.51922,                 1.3605,                 2.3115,                  1.616,               0.000956,               0.000956,               0.000956
                     61,                 1.0349,                  1.283,                 1.0975,                0.62958,                    0.8,                  0.755,                0.52787,                  1.272,                 2.6099,                 1.5342,               0.000938,               0.000938,               0.000938
                     62,                0.89391,                 1.1712,                  1.004,                0.56505,                    0.8,                   0.72,                0.52589,                 1.2786,                  2.302,                 1.5487,                0.00092,                0.00092,                0.00092
                     63,                  0.892,                 1.2599,                 1.0777,                0.56505,                    0.8,                   0.72,                0.52589,                 1.2786,                  2.302,                 1.5487,               0.000902,               0.000902,               0.000902
                     64,                0.92862,                 1.3063,                  1.085,                 0.6566,                    0.8,                0.86167,                0.59651,                 1.1971,                 1.9444,                 1.5657,               0.000884,               0.000884,               0.000884
                     65,                0.90411,                  1.139,                 1.0324,                0.79299,                    0.8,                0.86167,                0.61297,                 1.2141,                 1.7747,                 1.5915,               0.000866,               0.000866,               0.000866
                     66,                0.89424,                 1.3377,                 1.0297,                0.79712,                    0.8,                0.86643,                0.62072,                 1.2282,                 1.6297,                 1.6343,               0.000848,               0.000848,               0.000848
