                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     47,                 1.7446,                 1.8597,                 1.5177,                0.95818,                    0.2,                 0.2206,                0.19033,                 2.6983,                 3.0012,                 3.7696,              0.0077725,              0.0077725,              0.0077725
                     48,                 1.6837,                 1.7751,                 1.6159,                0.95518,                    0.2,                0.24727,                0.19188,                 2.7365,                 2.9168,                  3.836,               0.007723,               0.007723,               0.007723
                     49,                 1.8135,                 1.9121,                 1.6599,                0.94848,                    0.2,                0.24179,                0.18773,                  2.799,                   2.67,                 3.7684,              0.0076735,              0.0076735,              0.0076735
                     50,                 1.8973,                  1.954,                 1.7773,                0.83351,                    0.2,                0.26219,                0.19638,                   2.98,                 2.7641,                  3.739,               0.007624,               0.007624,               0.007624
                     51,                 1.8394,                 1.9703,                 1.6445,                0.58105,                    0.4,                0.32881,                0.22305,                 2.9969,                 2.7963,                 3.7128,              0.0075745,              0.0075745,              0.0075745
                     52,                  1.757,                 1.7282,                 1.5618,                0.58105,                    0.4,                0.32881,                0.22305,                 2.9969,                 2.7963,                 3.7128,               0.007525,               0.007525,               0.007525
                     53,                 1.7146,                 1.7231,                 1.5741,                0.36396,                    0.4,                0.17793,                0.10861,                 3.1372,                 3.1852,                 3.6945,              0.0074755,              0.0074755,              0.0074755
                     54,                 1.8992,                 1.8127,                 1.7571,                0.48751,                    0.2,                0.21549,                0.14883,                 2.9286,                  3.289,                 3.2545,               0.007426,               0.007426,               0.007426
                     55,                 1.7885,                 1.8801,                 1.7649,                0.89124,                    0.2,                0.19812,                0.11887,                 2.8144,                  3.736,                  3.001,              0.0073765,              0.0073765,              0.0073765
                     56,                 1.7608,                 1.8146,                 1.5978,                0.90031,                    0.2,                0.19994,                0.11951,                 2.7546,                 3.4797,                 3.0924,               0.007327,               0.007327,               0.007327
                     57,                 1.8554,                 1.7185,                 1.7436,                0.93484,                    0.2,                 0.2321,                0.14783,                  2.925,                 2.7973,                 3.5062,              0.0072775,              0.0072775,              0.0072775
                     58,                 1.6951,                 1.6286,                 1.5421,                0.93484,                    0.2,                 0.2321,                0.14783,                  2.925,                 2.7973,                 3.5062,               0.007228,               0.007228,               0.007228
                     59,                 1.6605,                 1.5809,                  1.507,                0.92907,                    0.2,                0.27983,                0.20162,                  2.871,                 2.5331,                 3.9918,              0.0071785,              0.0071785,              0.0071785
                     60,                 1.6352,                 1.6393,                 1.6124,                      1,                0.38753,                0.45067,                 0.2606,                 2.7864,                 1.7991,                 4.1939,               0.007129,               0.007129,               0.007129
                     61,                 1.6703,                 1.7087,                 1.5649,                0.97763,                    0.4,                0.48147,                  0.247,                 2.9113,                 1.7409,                  4.309,              0.0070795,              0.0070795,              0.0070795
                     62,                 1.6644,                 1.6803,                 1.5499,                0.96524,                    0.4,                0.39649,                0.25211,                 2.7971,                 2.4964,                 4.0562,                0.00703,                0.00703,                0.00703
                     63,                  1.445,                 1.6604,                 1.3914,                0.95489,                    0.4,                0.39554,                0.16399,                 3.2226,                 4.9086,                 4.2288,              0.0069805,              0.0069805,              0.0069805
                     64,                 1.5805,                 1.7933,                  1.472,                0.43521,                    0.4,                  0.198,                0.08818,                 3.2761,                 6.1019,                 3.6576,               0.006931,               0.006931,               0.006931
                     65,                 1.6212,                 1.6655,                 1.6206,                0.43521,                    0.4,                  0.198,                0.08818,                 3.2761,                 6.1019,                 3.6576,              0.0068815,              0.0068815,              0.0068815
                     66,                 1.4944,                 1.6358,                 1.4925,                0.93912,                    0.2,                0.26212,                0.11847,                  2.947,                 4.9682,                 3.4003,               0.006832,               0.006832,               0.006832
                     67,                  1.531,                 1.6133,                 1.5234,                0.62003,                    0.4,                 0.3295,                0.17076,                  2.673,                 2.2018,                 3.1937,              0.0067825,              0.0067825,              0.0067825
                     68,                 1.6697,                 1.7993,                  1.666,                0.97613,                    0.4,                0.40392,                 0.2183,                 2.4936,                 1.9767,                  3.118,               0.006733,               0.006733,               0.006733
                     69,                 1.5127,                 1.5999,                 1.4602,                0.92166,                    0.4,                0.45266,                0.26104,                 2.3192,                 2.1778,                 2.9934,              0.0066835,              0.0066835,              0.0066835
                     70,                 1.5569,                  1.625,                 1.5891,                0.90782,                    0.4,                0.44977,                0.24838,                 2.3033,                 2.1652,                 2.9299,               0.006634,               0.006634,               0.006634
                     71,                 1.5289,                 1.7357,                 1.5343,                0.90782,                    0.4,                0.44977,                0.24838,                 2.3033,                 2.1652,                 2.9299,              0.0065845,              0.0065845,              0.0065845
                     72,                 1.4224,                 1.5101,                 1.3317,                      1,                0.39847,                0.45252,                0.26485,                 2.3165,                 1.9503,                 2.9009,               0.006535,               0.006535,               0.006535
                     73,                 1.5709,                 1.7755,                 1.5296,                      1,                0.39501,                0.46248,                0.25741,                 2.3112,                 1.9019,                 2.9233,              0.0064855,              0.0064855,              0.0064855
                     74,                 1.5308,                 1.4862,                  1.423,                0.55371,                    0.4,                0.40963,                0.21709,                 2.2963,                  2.131,                 2.8209,               0.006436,               0.006436,               0.006436
                     75,                 1.7029,                 1.8129,                 1.5588,                0.43392,                    0.2,                0.26598,                 0.1476,                 2.3684,                 2.5454,                 2.8074,              0.0063865,              0.0063865,              0.0063865
                     76,                 1.5082,                  1.433,                 1.4785,                0.76566,                    0.2,                0.27993,                0.20959,                 2.4628,                 2.7838,                  2.964,               0.006337,               0.006337,               0.006337
                     77,                 1.4615,                 1.4388,                 1.5105,                 0.4276,                    0.4,                 0.3579,                0.25248,                 2.3072,                 2.5413,                 2.9478,              0.0062875,              0.0062875,              0.0062875
                     78,                 1.4727,                 1.4566,                 1.4009,                 0.4276,                    0.4,                 0.3579,                0.25248,                 2.3072,                 2.5413,                 2.9478,               0.006238,               0.006238,               0.006238
                     79,                 1.4304,                 1.4391,                 1.4348,                0.50437,                    0.4,                0.38696,                0.23956,                 2.3191,                 2.5281,                 3.0061,              0.0061885,              0.0061885,              0.0061885
                     80,                 1.5397,                 1.4453,                 1.5145,                      1,                0.38687,                0.44037,                0.26463,                 2.4175,                 2.4996,                 3.0989,               0.006139,               0.006139,               0.006139
                     81,                 1.4894,                 1.5011,                 1.6144,                      1,                0.39966,                0.43814,                0.29466,                 2.3698,                 2.1669,                 3.0823,              0.0060895,              0.0060895,              0.0060895
                     82,                 1.5135,                 1.5329,                 1.5101,                0.97822,                    0.4,                  0.446,                0.30957,                 2.1678,                 1.8952,                 2.9612,                0.00604,                0.00604,                0.00604
                     83,                 1.4298,                 1.4536,                 1.3944,                0.92934,                    0.4,                0.44053,                0.31034,                 2.1156,                 1.8395,                  2.998,              0.0059905,              0.0059905,              0.0059905
                     84,                 1.3481,                 1.3684,                 1.3131,                0.92934,                    0.4,                0.44053,                0.31034,                 2.1156,                 1.8395,                  2.998,               0.005941,               0.005941,               0.005941
                     85,                 1.5174,                 1.4906,                 1.3274,                0.90768,                    0.4,                0.44539,                0.30994,                 2.1284,                 1.8397,                 2.9848,              0.0058915,              0.0058915,              0.0058915
                     86,                  1.518,                 1.4383,                 1.5235,                0.90379,                    0.4,                0.46302,                0.28294,                 2.3241,                 1.8904,                 3.2444,               0.005842,               0.005842,               0.005842
                     87,                  1.492,                 1.4154,                 1.3772,                0.92201,                    0.4,                 0.4956,                0.31753,                 2.0041,                 2.1936,                 2.6281,              0.0057925,              0.0057925,              0.0057925
                     88,                 1.2444,                 1.4734,                 1.1799,                0.93197,                    0.4,                0.47316,                0.29206,                 1.9882,                 2.2447,                 2.4756,               0.005743,               0.005743,               0.005743
                     89,                 1.4847,                 1.6171,                  1.519,                0.92901,                    0.4,                0.46338,                0.29177,                 1.9907,                 2.1986,                 2.4508,              0.0056935,              0.0056935,              0.0056935
                     90,                 1.4886,                 1.4123,                 1.3946,                0.94251,                    0.4,                 0.4626,                0.29743,                 2.0173,                  2.066,                 2.4553,               0.005644,               0.005644,               0.005644
                     91,                 1.5358,                 1.4563,                 1.4969,                0.94251,                    0.4,                 0.4626,                0.29743,                 2.0173,                  2.066,                 2.4553,              0.0055945,              0.0055945,              0.0055945
                     92,                 1.4835,                 1.5499,                 1.4755,                0.58614,                0.57227,                0.53516,                0.29858,                 2.1366,                 1.8771,                 2.4865,               0.005545,               0.005545,               0.005545
                     93,                 1.5072,                  1.556,                 1.4857,                0.56308,                    0.6,                0.54896,                0.28885,                 2.3722,                 1.6125,                 3.0756,              0.0054955,              0.0054955,              0.0054955
                     94,                 1.2989,                 1.4408,                  1.282,                 0.9711,                    0.4,                0.47558,                0.27375,                 2.3931,                 2.6623,                 3.1873,               0.005446,               0.005446,               0.005446
                     95,                 1.6315,                 1.5481,                 1.5325,                0.51105,                    0.2,                0.21244,                0.14397,                 2.3557,                 12.799,                  3.143,              0.0053965,              0.0053965,              0.0053965
                     96,                 1.3179,                 1.5196,                  1.316,                0.98206,                    0.4,                0.45314,                0.26261,                 2.2053,                 2.4629,                 3.0038,               0.005347,               0.005347,               0.005347
                     97,                 1.4807,                 1.4804,                 1.4295,                0.98206,                    0.4,                0.45314,                0.26261,                 2.2053,                 2.4629,                 3.0038,              0.0052975,              0.0052975,              0.0052975
                     98,                 1.3801,                 1.3297,                 1.3959,                0.98899,                    0.4,                0.46838,                0.27804,                 2.1518,                 1.8807,                 2.9783,               0.005248,               0.005248,               0.005248
                     99,                 1.8599,                  1.777,                 1.8065,                0.98198,                    0.4,                0.45984,                0.26933,                 2.1716,                 2.0207,                  3.037,              0.0051985,              0.0051985,              0.0051985
                    100,                 1.4868,                 1.5493,                 1.4554,                 0.9694,                    0.4,                0.47056,                0.28301,                 2.1994,                 2.0118,                 3.0621,               0.005149,               0.005149,               0.005149
                    101,                 1.2872,                 1.2536,                 1.1558,                      1,                0.39786,                0.51904,                0.26442,                 2.2358,                 1.9282,                 3.0492,              0.0050995,              0.0050995,              0.0050995
                    102,                 1.4021,                 1.4337,                 1.4367,                      1,                0.39506,                0.44121,                0.26661,                 2.2755,                 1.8988,                 3.1117,                0.00505,                0.00505,                0.00505
                    103,                   1.45,                 1.6732,                  1.544,                      1,                0.39835,                 0.5112,                0.28022,                 2.3624,                 1.8974,                 3.2336,              0.0050005,              0.0050005,              0.0050005
                    104,                 1.4822,                 1.5904,                 1.3982,                      1,                0.39835,                 0.5112,                0.28022,                 2.3624,                 1.8974,                 3.2336,               0.004951,               0.004951,               0.004951
                    105,                 1.4821,                 1.3524,                 1.4119,                      1,                0.39688,                0.50024,                 0.2878,                 2.4479,                 2.1763,                  3.294,              0.0049015,              0.0049015,              0.0049015
                    106,                 1.5172,                 1.3974,                 1.4648,                      1,                0.38699,                  0.471,                0.29204,                 2.3471,                  2.737,                 2.9086,               0.004852,               0.004852,               0.004852
                    107,                 1.3831,                 1.4923,                 1.4294,                0.96325,                    0.2,                0.34618,                0.24187,                 2.0886,                 2.7379,                 2.4316,              0.0048025,              0.0048025,              0.0048025
                    108,                 1.3978,                 1.3549,                 1.3222,                0.57357,                    0.4,                0.41023,                0.26663,                 1.8697,                 2.5726,                 2.3139,               0.004753,               0.004753,               0.004753
                    109,                 1.4114,                 1.5634,                 1.5148,                      1,                0.38712,                0.49222,                0.27317,                  1.937,                 2.3737,                 2.3099,              0.0047035,              0.0047035,              0.0047035
                    110,                  1.268,                 1.2615,                 1.2869,                      1,                0.38712,                0.49222,                0.27317,                  1.937,                 2.3737,                 2.3099,               0.004654,               0.004654,               0.004654
                    111,                 1.4603,                 1.4556,                 1.4226,                      1,                0.38765,                0.43896,                0.25664,                 2.1037,                 2.4592,                 2.4039,              0.0046045,              0.0046045,              0.0046045
                    112,                 1.5029,                 1.5036,                 1.4706,                      1,                 0.3844,                0.42898,                0.22672,                 2.1556,                 2.4306,                  2.423,               0.004555,               0.004555,               0.004555
                    113,                 1.4958,                 1.3637,                 1.4454,                      1,                 0.3856,                0.40547,                0.24492,                 2.3033,                 2.4393,                 2.5148,              0.0045055,              0.0045055,              0.0045055
                    114,                  1.336,                 1.2976,                 1.3242,                      1,                0.39357,                0.40171,                0.24714,                 2.3628,                 2.3766,                 2.6636,               0.004456,               0.004456,               0.004456
                    115,                 1.2526,                 1.3012,                 1.3329,                      1,                0.39598,                0.40433,                0.26984,                 2.3606,                 2.3308,                 2.8266,              0.0044065,              0.0044065,              0.0044065
                    116,                 1.2966,                 1.2519,                 1.3612,                      1,                0.39633,                0.39732,                 0.2697,                 2.3912,                 2.2108,                 3.0234,               0.004357,               0.004357,               0.004357
                    117,                 1.3592,                 1.4691,                 1.4617,                      1,                0.39633,                0.39732,                 0.2697,                 2.3912,                 2.2108,                 3.0234,              0.0043075,              0.0043075,              0.0043075
                    118,                 1.2698,                 1.2916,                 1.2558,                      1,                0.39824,                0.42038,                0.29899,                  2.262,                  2.052,                 2.8915,               0.004258,               0.004258,               0.004258
                    119,                 1.4454,                 1.2513,                 1.3909,                0.99373,                    0.4,                0.43687,                0.28682,                 2.3003,                 1.9454,                 2.9761,              0.0042085,              0.0042085,              0.0042085
                    120,                    1.2,                 1.1621,                 1.2709,                0.99996,                    0.4,                 0.4518,                0.30301,                 2.4176,                 2.0875,                 3.0893,               0.004159,               0.004159,               0.004159
                    121,                 1.2496,                  1.087,                 1.2494,                0.99786,                    0.4,                0.39981,                0.26576,                 2.3917,                 2.6163,                 2.8766,              0.0041095,              0.0041095,              0.0041095
                    122,                 1.3811,                 1.4959,                 1.4395,                      1,                 0.3945,                0.39965,                0.26028,                  2.387,                 2.6791,                  2.903,                0.00406,                0.00406,                0.00406
                    123,                 1.3066,                 1.2201,                 1.3544,                      1,                 0.3945,                0.39965,                0.26028,                  2.387,                 2.6791,                  2.903,              0.0040105,              0.0040105,              0.0040105
                    124,                 1.4424,                 1.4238,                 1.4065,                0.93826,                    0.2,                0.25202,                 0.1962,                 2.4359,                 2.9365,                 2.9853,               0.003961,               0.003961,               0.003961
                    125,                 1.3162,                 1.2706,                  1.321,                0.77965,                    0.2,                0.24299,                0.17025,                 2.4237,                 3.1355,                 2.9499,              0.0039115,              0.0039115,              0.0039115
                    126,                 1.2609,                 1.2177,                 1.2909,                0.33108,                    0.2,                0.14205,                0.08857,                 2.4549,                 3.0692,                 2.9257,               0.003862,               0.003862,               0.003862
                    127,                 1.1727,                 1.2171,                 1.3034,                0.44816,                    0.2,                0.26326,                0.17374,                 2.4265,                 2.6367,                  2.866,              0.0038125,              0.0038125,              0.0038125
                    128,                 1.4147,                 1.2777,                 1.3157,                0.41474,                    0.6,                0.39641,                0.20306,                 2.3849,                 2.2538,                 2.8609,               0.003763,               0.003763,               0.003763
                    129,                  1.424,                 1.3723,                 1.4144,                0.86109,                    0.6,                0.59634,                0.24147,                 2.3949,                 1.9982,                 2.8299,              0.0037135,              0.0037135,              0.0037135
                    130,                  1.326,                 1.2961,                 1.3756,                0.86109,                    0.6,                0.59634,                0.24147,                 2.3949,                 1.9982,                 2.8299,               0.003664,               0.003664,               0.003664
                    131,                 1.3534,                 1.3637,                 1.4613,                0.93526,                    0.6,                0.59639,                0.24588,                  2.445,                 2.1315,                  2.931,              0.0036145,              0.0036145,              0.0036145
                    132,                 1.2448,                 1.2141,                 1.3021,                0.93207,                    0.6,                0.59648,                0.26436,                 2.2593,                 2.0246,                 2.8351,               0.003565,               0.003565,               0.003565
                    133,                 1.2027,                 1.0927,                 1.2363,                0.92523,                    0.6,                0.59656,                0.28747,                 2.1632,                 2.0355,                 2.8066,              0.0035155,              0.0035155,              0.0035155
                    134,                 1.3949,                 1.3028,                 1.3903,                0.92363,                    0.6,                0.59661,                0.28968,                  2.122,                  1.954,                 2.8024,               0.003466,               0.003466,               0.003466
                    135,                 1.2566,                 1.1611,                 1.2512,                0.92428,                    0.6,                 0.5968,                0.29732,                 2.0976,                 1.9483,                 2.7829,              0.0034165,              0.0034165,              0.0034165
                    136,                 1.1871,                 1.2351,                 1.3181,                0.92428,                    0.6,                 0.5968,                0.29732,                 2.0976,                 1.9483,                 2.7829,               0.003367,               0.003367,               0.003367
                    137,                 1.3207,                 1.4538,                 1.3929,                0.92057,                    0.6,                0.59706,                0.29644,                  2.133,                  1.983,                 2.7769,              0.0033175,              0.0033175,              0.0033175
