                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                  2.676,                 3.0669,                 2.5262,                0.00071,                    0.2,                0.00041,                  4e-05,                    nan,                    nan,                    nan,               0.017678,               0.017678,               0.017678
                     17,                 2.5115,                 2.8789,                 2.2437,                0.00071,                    0.2,                0.00041,                  4e-05,                 4.1351,                 481.76,                 32.844,               0.017513,               0.017513,               0.017513
                     18,                 2.5168,                 3.0311,                 2.4583,                0.00071,                    0.2,                0.00041,                  4e-05,                 4.6835,                 318.38,                 56.942,               0.017347,               0.017347,               0.017347
                     19,                 2.5629,                 2.8648,                 2.5044,                0.00071,                    0.2,                0.00041,                  4e-05,                 4.6835,                 318.38,                 56.942,               0.017181,               0.017181,               0.017181
                     20,                 2.4186,                 2.6459,                 2.4007,                0.00071,                    0.2,                0.00041,                  4e-05,                 4.0438,                  71.75,                 18.334,               0.017015,               0.017015,               0.017015
                     21,                 2.4751,                 2.7659,                 2.4566,                0.00071,                    0.2,                0.00041,                  4e-05,                 3.7988,                 29.017,                 6.0295,               0.016849,               0.016849,               0.016849
                     22,                 2.5189,                 2.8458,                 2.6202,                0.02173,                    0.2,                0.02134,                0.00504,                 3.2485,                 51.437,                 4.8135,               0.016683,               0.016683,               0.016683
                     23,                 2.5028,                 2.9366,                  2.507,                0.07446,                    0.4,                0.05647,                 0.0114,                 2.8563,                  44.11,                 3.5655,               0.016517,               0.016517,               0.016517
                     24,                 2.3464,                   2.61,                 2.3642,                0.00383,                    0.2,                0.00231,                0.00065,                   3.06,                 19.744,                 4.2049,               0.016352,               0.016352,               0.016352
                     25,                 2.3008,                 2.6687,                 2.3178,                0.02057,                    0.2,                0.00635,                0.00139,                 3.0433,                 16.111,                 5.0126,               0.016186,               0.016186,               0.016186
                     26,                 2.3807,                 2.5146,                 2.3508,                0.02057,                    0.2,                0.00635,                0.00139,                 3.0433,                 16.111,                 5.0126,                0.01602,                0.01602,                0.01602
                     27,                 2.0893,                 2.4353,                 2.1231,                 0.0036,                    0.4,                0.00351,                0.00054,                 3.0957,                 12.322,                 5.2438,               0.015854,               0.015854,               0.015854
                     28,                 2.5478,                 2.8625,                 2.5534,                0.00068,                    0.2,                0.00043,                0.00021,                 3.8127,                 7.9681,                 6.4565,               0.015688,               0.015688,               0.015688
                     29,                 2.6293,                 2.8229,                 2.5341,                0.00133,                    0.4,                0.00104,                 0.0005,                 3.2634,                 7.4783,                 5.4266,               0.015523,               0.015523,               0.015523
                     30,                 2.2311,                 2.5683,                 2.2708,                0.00067,                    0.2,                0.00056,                  6e-05,                 4.1719,                 9.4122,                 7.8571,               0.015357,               0.015357,               0.015357
                     31,                 2.0102,                 2.3238,                 2.0897,                0.00254,                    0.2,                0.00265,                0.00039,                 4.3136,                 7.6861,                 10.152,               0.015191,               0.015191,               0.015191
                     32,                 2.4651,                 3.0376,                 2.3957,                0.00254,                    0.2,                0.00265,                0.00039,                 4.3136,                 7.6861,                 10.152,               0.015025,               0.015025,               0.015025
                     33,                 2.2564,                 2.5553,                 2.3267,                0.00149,                    0.2,                 0.0012,                0.00012,                 4.9345,                 6.2213,                 25.219,               0.014859,               0.014859,               0.014859
                     34,                 2.3696,                 2.7555,                 2.4297,                0.00149,                    0.2,                 0.0012,                0.00012,                  4.478,                 7.0031,                  32.82,               0.014693,               0.014693,               0.014693
                     35,                 2.3152,                 2.4606,                 2.2978,                0.00149,                    0.2,                 0.0012,                0.00012,                 4.5484,                 7.1672,                 32.828,               0.014528,               0.014528,               0.014528
                     36,                 2.4864,                  2.711,                 2.3838,                0.00149,                    0.2,                 0.0012,                0.00012,                 4.6517,                 7.3199,                 32.085,               0.014362,               0.014362,               0.014362
                     37,                 2.3779,                 2.6585,                 2.5227,                0.00149,                    0.2,                 0.0012,                0.00012,                 4.5151,                 6.7387,                 25.154,               0.014196,               0.014196,               0.014196
                     38,                 2.0868,                  2.382,                 2.0918,                0.00149,                    0.2,                 0.0012,                0.00012,                 4.7611,                 6.0896,                 16.058,                0.01403,                0.01403,                0.01403
                     39,                 2.2459,                 2.4067,                 2.3629,                0.00149,                    0.2,                 0.0012,                0.00012,                 4.7611,                 6.0896,                 16.058,               0.013864,               0.013864,               0.013864
                     40,                 2.1742,                 2.2563,                 2.1879,                0.00161,                    0.2,                0.00114,                0.00023,                  4.437,                 4.8748,                 9.4516,               0.013698,               0.013698,               0.013698
                     41,                 2.1561,                 2.2864,                 2.2792,                 0.0014,                    0.2,                0.00105,                 0.0001,                 4.2949,                 5.0284,                 13.207,               0.013533,               0.013533,               0.013533
                     42,                 2.1076,                 2.1908,                 2.1904,                 0.0014,                    0.2,                0.00105,                 0.0001,                 4.0961,                 5.1958,                 11.315,               0.013367,               0.013367,               0.013367
                     43,                 2.3905,                 2.7601,                 2.3155,                0.00128,                    0.2,                0.00079,                  8e-05,                 4.1445,                  4.684,                 9.7151,               0.013201,               0.013201,               0.013201
                     44,                  2.145,                 2.0798,                 2.1921,                0.10472,                    0.2,                0.06559,                0.02694,                 3.6461,                 4.5495,                 8.8739,               0.013035,               0.013035,               0.013035
                     45,                 2.1626,                 2.2703,                  2.056,                0.10472,                    0.2,                0.06559,                0.02694,                 3.6461,                 4.5495,                 8.8739,               0.012869,               0.012869,               0.012869
                     46,                 2.2805,                 2.1779,                 2.1468,                 0.8733,                    0.2,                0.19561,                0.10449,                 3.4077,                 3.8896,                   4.96,               0.012703,               0.012703,               0.012703
                     47,                 2.0708,                  2.246,                 2.0951,                0.47908,                    0.4,                0.19866,                0.08471,                 2.7192,                 2.2995,                 3.7297,               0.012538,               0.012538,               0.012538
                     48,                 2.0012,                 2.0537,                 2.1238,                0.48827,                0.38593,                0.29619,                0.09825,                 2.7003,                 2.4217,                 3.5264,               0.012372,               0.012372,               0.012372
                     49,                  2.193,                 2.4215,                 2.2583,                0.47584,                0.37101,                0.30201,                0.10075,                 2.7754,                 2.4322,                 3.5535,               0.012206,               0.012206,               0.012206
                     50,                 2.1147,                 2.3746,                 2.2863,                0.65975,                 0.3917,                0.32939,                0.15496,                  2.698,                 2.5044,                 3.4117,                0.01204,                0.01204,                0.01204
                     51,                 2.1382,                 2.4289,                 2.1806,                0.73172,                    0.2,                0.27599,                0.11753,                 2.5541,                 2.9181,                 3.5187,               0.011874,               0.011874,               0.011874
                     52,                 2.1619,                 2.0591,                 2.1669,                0.73172,                    0.2,                0.27599,                0.11753,                 2.5541,                 2.9181,                 3.5187,               0.011708,               0.011708,               0.011708
                     53,                 2.0831,                 2.1471,                 2.1731,                0.72017,                    0.2,                0.29591,                0.14996,                 2.5134,                 2.7826,                 3.3109,               0.011543,               0.011543,               0.011543
                     54,                 2.0975,                 2.2283,                 2.2046,                  0.725,                    0.2,                0.26751,                0.19715,                 2.6606,                 3.1197,                 3.3397,               0.011377,               0.011377,               0.011377
                     55,                 2.0195,                 2.2594,                 2.1821,                0.35386,                    0.4,                0.29961,                 0.2052,                 2.3945,                 3.0775,                 3.0419,               0.011211,               0.011211,               0.011211
                     56,                  2.139,                 2.5024,                  2.288,                0.41731,                    0.4,                0.39895,                 0.1828,                 2.2247,                  2.706,                 2.8413,               0.011045,               0.011045,               0.011045
                     57,                 2.1734,                  2.204,                 2.2441,                 0.4471,                 0.4942,                0.39581,                0.12942,                 2.1829,                 2.8667,                 2.7653,               0.010879,               0.010879,               0.010879
                     58,                 1.9081,                 2.0635,                  2.068,                 0.4471,                 0.4942,                0.39581,                0.12942,                 2.1829,                 2.8667,                 2.7653,               0.010713,               0.010713,               0.010713
                     59,                 1.8841,                 1.9817,                 1.8947,                0.48824,                    0.2,                0.27578,                0.07836,                 2.3407,                  3.094,                 2.7698,               0.010548,               0.010548,               0.010548
                     60,                 1.9084,                 2.0132,                 2.1031,                0.49757,                    0.2,                0.24374,                0.07438,                 2.4204,                 3.1105,                 2.9407,               0.010382,               0.010382,               0.010382
                     61,                 2.0121,                 2.1951,                 2.1047,                 0.5176,                    0.2,                0.29565,                0.08757,                 2.6231,                 2.8981,                 3.2941,               0.010216,               0.010216,               0.010216
                     62,                 1.8843,                 2.1371,                 2.0672,                0.70372,                    0.4,                0.43305,                0.16652,                 2.7587,                 2.6744,                 3.1577,                0.01005,                0.01005,                0.01005
                     63,                 1.6552,                 2.0376,                 1.7817,                0.79308,                    0.4,                0.44571,                0.16772,                 2.9239,                 2.5318,                 3.3803,              0.0098842,              0.0098842,              0.0098842
                     64,                 1.8686,                 2.1927,                 1.9171,                      1,                 0.3799,                0.44498,                0.19554,                 2.6002,                  2.509,                 3.5703,              0.0097183,              0.0097183,              0.0097183
                     65,                 1.8892,                 2.0704,                 2.0572,                      1,                 0.3799,                0.44498,                0.19554,                 2.6002,                  2.509,                 3.5703,              0.0095525,              0.0095525,              0.0095525
                     66,                 1.8704,                 2.1348,                 1.9711,                0.35628,                    0.4,                0.30769,                0.11087,                 2.4717,                 2.4612,                 3.6722,              0.0093867,              0.0093867,              0.0093867
                     67,                 2.0205,                 2.2683,                 2.0616,                0.32956,                    0.4,                0.21698,                0.09356,                 2.4654,                  2.649,                 3.5404,              0.0092208,              0.0092208,              0.0092208
                     68,                 2.0332,                 2.2469,                 2.1382,                0.41492,                0.29791,                0.24298,                0.07649,                 2.5988,                 2.5237,                 3.5159,               0.009055,               0.009055,               0.009055
                     69,                 1.8983,                 2.0069,                 2.0196,                0.37442,                    0.2,                0.34219,                0.11566,                 2.4707,                 2.5104,                  3.242,              0.0088892,              0.0088892,              0.0088892
                     70,                 1.7769,                  1.997,                 1.9898,                0.36403,                    0.2,                0.34022,                0.19955,                 2.3533,                  2.708,                 3.0544,              0.0087233,              0.0087233,              0.0087233
                     71,                 1.9184,                 2.1552,                 2.0415,                0.36403,                    0.2,                0.34022,                0.19955,                 2.3533,                  2.708,                 3.0544,              0.0085575,              0.0085575,              0.0085575
                     72,                 1.8248,                 1.9679,                 1.8914,                0.63158,                 0.3579,                0.35348,                0.18176,                 2.2194,                 2.7168,                 2.7549,              0.0083917,              0.0083917,              0.0083917
                     73,                 2.0007,                  2.164,                 2.0791,                0.65291,                0.38349,                0.38068,                0.16256,                 2.4202,                 2.7231,                 2.8229,              0.0082258,              0.0082258,              0.0082258
                     74,                 1.8584,                 1.9714,                 1.8729,                0.60002,                    0.4,                 0.3703,                0.17334,                 2.4583,                 2.5085,                 2.7501,                0.00806,                0.00806,                0.00806
                     75,                 2.0602,                 2.5124,                 2.0218,                      1,                0.39788,                0.40252,                0.16545,                  2.472,                  2.608,                  2.777,              0.0078942,              0.0078942,              0.0078942
                     76,                 1.8057,                 1.9558,                 1.8932,                      1,                0.39013,                0.40093,                0.16403,                 2.3829,                 2.5653,                 2.7611,              0.0077283,              0.0077283,              0.0077283
                     77,                 1.7352,                 1.9281,                 1.8694,                      1,                0.37607,                0.39836,                0.18298,                 2.3663,                 2.5977,                 2.7361,              0.0075625,              0.0075625,              0.0075625
                     78,                 1.7576,                 1.8287,                 1.7415,                      1,                0.37607,                0.39836,                0.18298,                 2.3663,                 2.5977,                 2.7361,              0.0073967,              0.0073967,              0.0073967
                     79,                 1.8006,                  1.915,                 1.8062,                      1,                0.38308,                0.39864,                 0.2049,                 2.4636,                 2.7114,                 2.7582,              0.0072308,              0.0072308,              0.0072308
                     80,                 1.8051,                 1.8236,                 1.8704,                      1,                0.38138,                0.39871,                0.18714,                 2.3917,                  2.649,                 2.6997,               0.007065,               0.007065,               0.007065
                     81,                 1.8362,                 2.0259,                 2.0162,                0.57431,                    0.4,                 0.3322,                0.19141,                 2.3535,                  2.724,                  2.755,              0.0068992,              0.0068992,              0.0068992
                     82,                  1.747,                 1.8399,                 1.8268,                      1,                0.39192,                0.39838,                0.21814,                 2.3404,                 2.6199,                 2.7152,              0.0067333,              0.0067333,              0.0067333
                     83,                 1.6552,                 1.6138,                 1.7787,                0.99188,                    0.4,                0.41504,                0.19966,                 2.2728,                 2.6818,                 2.7061,              0.0065675,              0.0065675,              0.0065675
                     84,                 1.5602,                 1.7143,                 1.6914,                0.99188,                    0.4,                0.41504,                0.19966,                 2.2728,                 2.6818,                 2.7061,              0.0064017,              0.0064017,              0.0064017
                     85,                 1.6189,                 1.7527,                 1.7016,                0.95858,                    0.4,                0.55592,                0.21982,                 2.3708,                 2.4462,                  2.798,              0.0062358,              0.0062358,              0.0062358
                     86,                 1.6067,                 1.7612,                 1.8215,                 0.9417,                    0.4,                0.62439,                0.24992,                 2.4085,                 2.2934,                 2.8754,                0.00607,                0.00607,                0.00607
                     87,                 1.8344,                 1.9599,                 1.8639,                0.50249,                    0.6,                0.63007,                 0.2501,                 2.4276,                 2.2773,                 2.8498,              0.0059042,              0.0059042,              0.0059042
                     88,                 1.5065,                 1.7856,                 1.6086,                0.56884,                    0.6,                0.63006,                0.26918,                 2.4525,                 2.2673,                 2.8833,              0.0057383,              0.0057383,              0.0057383
                     89,                 1.6821,                 1.7691,                 1.8651,                0.91778,                    0.4,                0.59583,                0.28227,                 2.4036,                   2.29,                 2.8743,              0.0055725,              0.0055725,              0.0055725
                     90,                  1.763,                 1.8283,                 1.7834,                0.91048,                    0.4,                0.58475,                 0.3226,                 2.3335,                 2.2863,                 2.8658,              0.0054067,              0.0054067,              0.0054067
                     91,                 1.7912,                 1.8622,                 1.8779,                0.91048,                    0.4,                0.58475,                 0.3226,                 2.3335,                 2.2863,                 2.8658,              0.0052408,              0.0052408,              0.0052408
                     92,                 1.8014,                 1.9457,                 1.8467,                0.91649,                    0.4,                0.61854,                0.31853,                 2.2152,                 2.2561,                 2.7649,               0.005075,               0.005075,               0.005075
                     93,                 1.7937,                 1.9646,                 1.8351,                      1,                0.52901,                 0.6428,                0.33279,                 2.1512,                  2.216,                  2.703,              0.0049092,              0.0049092,              0.0049092
                     94,                 1.5604,                 1.7248,                 1.6348,                0.92499,                    0.4,                0.55319,                0.29962,                 2.1527,                 2.1992,                 2.6597,              0.0047433,              0.0047433,              0.0047433
                     95,                  1.942,                 2.1846,                 1.8214,                 0.9246,                    0.4,                0.52435,                0.28868,                 2.0906,                 2.2433,                 2.6852,              0.0045775,              0.0045775,              0.0045775
                     96,                 1.5159,                 1.8698,                 1.6774,                  0.931,                    0.4,                0.54571,                0.29173,                 2.0628,                 2.1387,                 2.7692,              0.0044117,              0.0044117,              0.0044117
                     97,                 1.6263,                 1.6924,                 1.7524,                  0.931,                    0.4,                0.54571,                0.29173,                 2.0628,                 2.1387,                 2.7692,              0.0042458,              0.0042458,              0.0042458
                     98,                 1.4886,                 1.5281,                 1.6978,                0.93311,                    0.4,                0.54345,                 0.2855,                 2.0845,                 2.0284,                 2.8295,                0.00408,                0.00408,                0.00408
                     99,                 2.0269,                 1.8558,                  2.062,                0.93358,                    0.4,                0.52414,                0.29226,                 2.1414,                 2.0004,                 2.8209,              0.0039142,              0.0039142,              0.0039142
                    100,                 1.6315,                   1.69,                 1.7362,                  0.938,                    0.4,                0.52795,                0.29009,                 2.1952,                 2.0441,                 2.8596,              0.0037483,              0.0037483,              0.0037483
                    101,                 1.3792,                 1.4459,                 1.4729,                0.93692,                    0.4,                0.50032,                0.28165,                 2.2687,                 2.1609,                 2.9678,              0.0035825,              0.0035825,              0.0035825
                    102,                 1.5612,                 1.5988,                 1.6954,                0.93831,                    0.4,                 0.4886,                0.27901,                 2.2967,                 2.2395,                 3.0272,              0.0034167,              0.0034167,              0.0034167
                    103,                 1.7558,                 1.8487,                 1.8437,                0.93846,                    0.4,                0.42573,                0.26743,                 2.2307,                 2.3314,                 2.9982,              0.0032508,              0.0032508,              0.0032508
                    104,                 1.6077,                  1.757,                 1.6774,                0.93846,                    0.4,                0.42573,                0.26743,                 2.2307,                 2.3314,                 2.9982,               0.003085,               0.003085,               0.003085
                    105,                 1.4821,                 1.5819,                 1.6791,                0.94566,                    0.4,                0.41147,                0.26102,                 2.2197,                 2.4174,                 3.0048,              0.0029192,              0.0029192,              0.0029192
                    106,                 1.7282,                 1.7505,                 1.8103,                0.96704,                    0.4,                0.40657,                0.25917,                 2.2905,                 2.5901,                 3.0421,              0.0027533,              0.0027533,              0.0027533
                    107,                  1.609,                 1.7862,                 1.7472,                0.99418,                    0.4,                0.40519,                0.23909,                 2.3966,                 2.7232,                 3.1241,              0.0025875,              0.0025875,              0.0025875
                    108,                 1.5441,                 1.5489,                 1.5994,                      1,                0.39961,                0.40618,                0.21906,                 2.4981,                 2.8086,                 3.1364,              0.0024217,              0.0024217,              0.0024217
                    109,                 1.5917,                 1.7112,                 1.7868,                      1,                 0.3992,                0.41216,                 0.2197,                 2.5023,                 2.6996,                 3.1163,              0.0022558,              0.0022558,              0.0022558
                    110,                 1.5354,                 1.4704,                 1.7149,                      1,                 0.3992,                0.41216,                 0.2197,                 2.5023,                 2.6996,                 3.1163,                0.00209,                0.00209,                0.00209
                    111,                 1.5515,                 1.5234,                 1.7702,                      1,                0.39846,                0.41406,                 0.2199,                 2.5259,                 2.5633,                  3.141,              0.0019242,              0.0019242,              0.0019242
                    112,                 1.5399,                 1.4832,                 1.6815,                      1,                 0.3987,                0.42493,                0.22302,                 2.5357,                 2.4682,                 3.1379,              0.0017583,              0.0017583,              0.0017583
                    113,                 1.5667,                 1.4172,                 1.7605,                      1,                0.39997,                 0.4337,                0.22474,                 2.5136,                  2.392,                 3.1411,              0.0015925,              0.0015925,              0.0015925
                    114,                 1.4171,                 1.4433,                 1.6126,                      1,                0.38977,                0.49792,                0.23843,                 2.5096,                 2.2748,                 3.1815,              0.0014267,              0.0014267,              0.0014267
                    115,                 1.5144,                 1.4517,                 1.6914,                0.98936,                    0.4,                0.50021,                0.23586,                 2.4714,                 2.2148,                 3.1947,              0.0012608,              0.0012608,              0.0012608
                    116,                  1.533,                  1.483,                  1.737,                      1,                0.39064,                0.52851,                0.23879,                  2.476,                 2.1745,                 3.2377,               0.001095,               0.001095,               0.001095
                    117,                 1.4677,                 1.3656,                 1.7277,                      1,                0.39064,                0.52851,                0.23879,                  2.476,                 2.1745,                 3.2377,             0.00092917,             0.00092917,             0.00092917
                    118,                 1.8059,                 1.5383,                 2.0981,                      1,                0.39084,                0.52853,                0.23909,                 2.4642,                 2.1375,                 3.2212,             0.00076333,             0.00076333,             0.00076333
                    119,                 1.2642,                 1.3204,                 1.4958,                      1,                 0.3912,                0.52851,                0.23938,                 2.4526,                 2.1292,                  3.221,              0.0005975,              0.0005975,              0.0005975
                    120,                 1.5988,                  1.783,                 1.5971,                0.97386,                    0.4,                0.52589,                 0.2382,                  2.444,                 2.1242,                 3.2196,             0.00043167,             0.00043167,             0.00043167
