                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     46,                 1.0581,                 1.1415,                 1.1095,                 0.5462,                    0.8,                0.71722,                0.37537,                 1.4917,                 1.4622,                 1.7996,               0.000822,               0.000822,               0.000822
                     47,                 1.0059,                 1.0627,                 1.0322,                0.61706,                    0.8,                0.65382,                0.39779,                 1.5484,                 1.4898,                 1.7943,              0.0007725,              0.0007725,              0.0007725
                     48,                 0.9528,                 1.0572,                 1.1306,                0.63972,                    0.8,                0.68389,                0.44098,                   1.53,                 1.5401,                 1.7561,               0.000723,               0.000723,               0.000723
                     49,                0.97016,                 1.0833,                 1.1301,                0.63788,                    0.8,                0.73382,                 0.4249,                 1.5245,                 1.5391,                 1.7331,              0.0006735,              0.0006735,              0.0006735
                     50,                 1.0766,                 1.2198,                  1.251,                0.85083,                    0.8,                 0.8575,                0.46068,                 1.5278,                 1.5524,                 1.7766,               0.000624,               0.000624,               0.000624
                     51,                 1.2582,                  1.312,                 1.5516,                0.87751,                    0.8,                  0.845,                0.43196,                 1.5112,                 1.6112,                 1.8118,              0.0005745,              0.0005745,              0.0005745
                     52,                0.82531,                0.96877,                 1.0316,                0.87751,                    0.8,                  0.845,                0.43196,                 1.5112,                 1.6112,                 1.8118,               0.000525,               0.000525,               0.000525
                     53,                0.87986,                0.97945,                 1.1495,                0.79931,                0.79723,                0.75604,                0.47197,                 1.5118,                 1.6062,                 1.8199,              0.0004755,              0.0004755,              0.0004755
                     54,                0.91282,                0.93408,                 1.0277,                0.74485,                    0.8,                0.71603,                0.38099,                 1.5016,                 1.7439,                 1.8286,               0.000426,               0.000426,               0.000426
                     55,                0.86307,                0.89094,                 1.0529,                0.66093,                    0.8,                0.67933,                0.37233,                 1.5049,                 1.8336,                  1.837,              0.0003765,              0.0003765,              0.0003765
                     56,                 1.0017,                 1.0583,                 1.2178,                0.65809,                    0.8,                0.67939,                0.36438,                 1.5262,                 1.8377,                 1.8431,               0.000327,               0.000327,               0.000327
                     57,                0.86078,                 1.1399,                 1.0906,                0.65852,                    0.8,                0.68018,                0.37495,                 1.5291,                 1.6732,                 1.8378,              0.0002775,              0.0002775,              0.0002775
                     58,                0.78965,                0.96911,                 1.0169,                0.65852,                    0.8,                0.68018,                0.37495,                 1.5291,                 1.6732,                 1.8378,               0.000228,               0.000228,               0.000228
                     59,                0.79572,                 0.9224,                 1.0132,                0.71739,                    0.8,                0.68026,                0.36905,                 1.5059,                  1.547,                 1.8291,              0.0001785,              0.0001785,              0.0001785
                     60,                0.85878,                0.95462,                 1.1182,                0.78197,                    0.8,                0.68059,                0.38693,                 1.4825,                 1.4557,                  1.825,               0.000129,               0.000129,               0.000129
