                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                 2.9491,                 3.5499,                 3.4587,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                 0.0401,                 0.0401,                 0.0401
                     15,                 2.9756,                 3.6444,                 3.4214,                0.00067,                    0.2,                0.00062,                0.00013,                    nan,                    nan,                    nan,               0.039275,               0.039275,               0.039275
                     16,                 3.0903,                 3.7948,                 3.3389,                0.00067,                    0.2,                0.00062,                0.00013,                    nan,                    nan,                    nan,                0.03845,                0.03845,                0.03845
                     17,                 2.6467,                 3.5229,                 2.9054,                0.00067,                    0.2,                0.00062,                0.00013,                    nan,                    nan,                    nan,               0.037625,               0.037625,               0.037625
                     18,                 2.7712,                 3.4415,                 3.1983,                0.00067,                    0.2,                0.00062,                0.00013,                    nan,                    nan,                    nan,                 0.0368,                 0.0368,                 0.0368
                     19,                 2.7536,                 3.4532,                 3.0262,                0.00067,                    0.2,                0.00062,                0.00013,                    nan,                    nan,                    nan,               0.035975,               0.035975,               0.035975
                     20,                 2.9695,                 3.5186,                 3.1624,                0.00067,                    0.2,                0.00062,                0.00013,                 5.5426,                 873.71,                 23.905,                0.03515,                0.03515,                0.03515
                     21,                 2.8748,                 3.4179,                  3.125,                0.00067,                    0.2,                0.00062,                0.00013,                 6.2071,                 80.774,                 26.606,               0.034325,               0.034325,               0.034325
                     22,                 2.9538,                 3.4074,                 3.2236,                 0.0205,                    0.2,                0.01384,                0.00581,                 3.7628,                 5.2535,                 34.132,                 0.0335,                 0.0335,                 0.0335
                     23,                 2.8267,                 3.4526,                  3.071,                0.00121,                    0.2,                0.00379,                 0.0008,                 2.4703,                 5.3393,                  11.21,               0.032675,               0.032675,               0.032675
                     24,                 2.8734,                 3.0766,                 2.9782,                0.00121,                    0.2,                0.00379,                 0.0008,                 2.8175,                 6.2682,                  22.76,                0.03185,                0.03185,                0.03185
                     25,                 2.8614,                 3.3428,                 3.1768,                0.00121,                    0.2,                0.00379,                 0.0008,                 4.3618,                 12.089,                  94.54,               0.031025,               0.031025,               0.031025
                     26,                 2.5802,                 3.1445,                 2.9337,                0.00121,                    0.2,                0.00379,                 0.0008,                 4.3618,                 12.089,                  94.54,                 0.0302,                 0.0302,                 0.0302
                     27,                 2.2673,                  2.879,                 2.6047,                0.00121,                    0.2,                0.00379,                 0.0008,                  4.428,                 16.401,                 109.97,               0.029375,               0.029375,               0.029375
                     28,                 2.8223,                 3.3642,                 3.0861,                0.00121,                    0.2,                0.00379,                 0.0008,                 3.1048,                 8.4157,                 82.584,                0.02855,                0.02855,                0.02855
                     29,                 2.8824,                  3.375,                 3.6988,                0.00121,                    0.2,                0.00379,                 0.0008,                 3.3951,                 6.9136,                 77.057,               0.027725,               0.027725,               0.027725
                     30,                 2.5906,                 3.1338,                 2.9145,                0.00121,                    0.2,                0.00379,                 0.0008,                 3.3492,                 6.3849,                  83.54,                 0.0269,                 0.0269,                 0.0269
                     31,                 2.2982,                 2.7166,                 2.5391,                0.00121,                    0.2,                0.00379,                 0.0008,                  3.187,                 6.6707,                 77.339,               0.026075,               0.026075,               0.026075
                     32,                 2.5795,                 3.1624,                  2.766,                0.00121,                    0.2,                0.00379,                 0.0008,                  3.187,                 6.6707,                 77.339,                0.02525,                0.02525,                0.02525
                     33,                 2.5964,                 3.0351,                 2.7926,                0.00121,                    0.2,                0.00379,                 0.0008,                 3.0127,                 6.8795,                  62.52,               0.024425,               0.024425,               0.024425
                     34,                 2.8369,                 3.2619,                 3.4274,                0.00169,                    0.2,                0.00183,                0.00092,                 3.0178,                 6.7422,                 50.876,                 0.0236,                 0.0236,                 0.0236
                     35,                 2.4708,                 3.0746,                 2.8359,                0.00168,                    0.2,                0.00176,                0.00053,                 3.0483,                 6.4483,                 41.933,               0.022775,               0.022775,               0.022775
                     36,                 2.7766,                 3.0941,                 2.8692,                0.00168,                    0.2,                0.00176,                0.00053,                 3.1012,                 6.7423,                 36.325,                0.02195,                0.02195,                0.02195
                     37,                 2.7529,                 3.0222,                 2.8759,                0.00168,                    0.2,                0.00176,                0.00053,                 2.9083,                 6.4474,                  28.76,               0.021125,               0.021125,               0.021125
                     38,                 2.4443,                 2.9033,                 2.4904,                0.00168,                    0.2,                0.00176,                0.00053,                 2.9962,                 6.3068,                 22.993,                 0.0203,                 0.0203,                 0.0203
                     39,                 2.6558,                 2.8874,                 2.7895,                0.00168,                    0.2,                0.00176,                0.00053,                 2.9962,                 6.3068,                 22.993,               0.019475,               0.019475,               0.019475
                     40,                 2.5652,                 2.9825,                 2.6876,                0.00168,                    0.2,                0.00176,                0.00053,                 3.1429,                 6.5578,                 25.118,                0.01865,                0.01865,                0.01865
                     41,                 2.4905,                 2.9558,                 2.7133,                0.00168,                    0.2,                0.00176,                0.00053,                 2.9462,                 5.9732,                 19.429,               0.017825,               0.017825,               0.017825
                     42,                 2.5417,                 2.7956,                 2.6349,                0.00168,                    0.2,                0.00176,                0.00053,                  2.918,                 5.2118,                 13.362,                  0.017,                  0.017,                  0.017
                     43,                 2.9788,                 3.5634,                 2.8885,                0.00242,                    0.4,                0.00193,                0.00081,                 2.5812,                 4.6109,                 11.005,               0.016175,               0.016175,               0.016175
                     44,                 2.5495,                 2.7945,                 2.7214,                0.00301,                    0.6,                0.13615,                0.04515,                 2.8094,                 3.5247,                  5.614,                0.01535,                0.01535,                0.01535
                     45,                  2.505,                 2.9899,                 2.4625,                0.00301,                    0.6,                0.13615,                0.04515,                 2.8094,                 3.5247,                  5.614,               0.014525,               0.014525,               0.014525
                     46,                 2.6661,                 2.9285,                 2.6177,                0.29082,                    0.4,                0.32839,                0.07094,                  2.865,                 2.9322,                 3.9719,                 0.0137,                 0.0137,                 0.0137
                     47,                 2.4856,                   2.97,                  2.616,                0.14705,                    0.2,                0.22677,                0.04241,                 2.9474,                 2.7977,                 3.7908,               0.012875,               0.012875,               0.012875
                     48,                 2.4389,                  2.746,                 2.6085,                0.36437,                    0.2,                0.22296,                0.04896,                  2.972,                 2.8296,                 3.8491,                0.01205,                0.01205,                0.01205
                     49,                 2.4782,                 2.9721,                  2.766,                 0.4647,                    0.2,                0.21892,                0.05315,                  3.019,                 3.1166,                 3.8139,               0.011225,               0.011225,               0.011225
                     50,                 2.6476,                 2.8862,                 2.6986,                0.38489,                    0.2,                0.11643,                0.05837,                 2.8131,                  3.231,                 3.7557,                 0.0104,                 0.0104,                 0.0104
                     51,                 2.5399,                  2.944,                 3.0046,                0.38592,                    0.2,                0.11223,                 0.0603,                 2.7392,                 3.3833,                 3.7225,               0.009575,               0.009575,               0.009575
                     52,                 2.2067,                 2.9136,                   2.51,                0.38592,                    0.2,                0.11223,                 0.0603,                 2.7392,                 3.3833,                 3.7225,                0.00875,                0.00875,                0.00875
                     53,                 2.5442,                 2.8338,                 2.7493,                0.35737,                    0.2,                0.11795,                0.06448,                 2.6503,                 3.2771,                  3.687,               0.007925,               0.007925,               0.007925
                     54,                 2.4744,                 2.7167,                 2.6925,                0.24534,                    0.2,                0.12776,                0.06561,                 2.7703,                 3.1335,                 3.7197,                 0.0071,                 0.0071,                 0.0071
                     55,                  2.283,                 2.7534,                  2.587,                0.23182,                    0.2,                 0.1233,                0.06267,                 2.7949,                 3.1081,                 3.7235,               0.006275,               0.006275,               0.006275
                     56,                  2.477,                 3.0776,                 2.7442,                0.22256,                    0.2,                0.14274,                  0.068,                  2.803,                 2.9403,                 3.6016,                0.00545,                0.00545,                0.00545
                     57,                 2.4936,                 2.9559,                 2.6138,                0.23425,                    0.2,                0.13258,                0.06629,                 2.8755,                 2.9173,                 3.6018,               0.004625,               0.004625,               0.004625
                     58,                 2.3816,                 2.8292,                 2.5831,                0.23425,                    0.2,                0.13258,                0.06629,                 2.8755,                 2.9173,                 3.6018,                 0.0038,                 0.0038,                 0.0038
                     59,                 2.3615,                 2.7516,                 2.6214,                0.30573,                    0.2,                0.13862,                0.07003,                 2.9439,                 2.8862,                 3.6328,               0.002975,               0.002975,               0.002975
                     60,                 2.4178,                 3.0224,                 2.5967,                0.33452,                    0.2,                0.14065,                0.07398,                 2.9958,                 2.8242,                 3.6557,                0.00215,                0.00215,                0.00215
