                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                 2.3502,                 2.7604,                 2.2585,                0.00174,                    0.4,                0.00179,                0.00037,                 3.8986,                 228.39,                 16.382,                0.00901,                0.00901,                0.00901
                     15,                 2.3159,                 2.6289,                 2.1219,                0.00174,                    0.4,                0.00179,                0.00037,                 5.3012,                 2165.1,                 14.577,              0.0089275,              0.0089275,              0.0089275
                     16,                 2.2448,                 2.6427,                 2.1636,                0.00145,                    0.4,                0.00152,                0.00015,                 4.4399,                    inf,                  24.28,               0.008845,               0.008845,               0.008845
                     17,                 2.0491,                 2.2823,                 1.8136,                0.00203,                    0.4,                0.00143,                0.00063,                 3.7391,                   1792,                 18.185,              0.0087625,              0.0087625,              0.0087625
                     18,                 2.0941,                  2.356,                 1.9989,                0.01416,                    0.2,                  0.018,                0.00824,                 4.1986,                 104.13,                 15.423,                0.00868,                0.00868,                0.00868
                     19,                 2.1775,                 2.0841,                 2.1585,                0.01416,                    0.2,                  0.018,                0.00824,                 4.1986,                 104.13,                 15.423,              0.0085975,              0.0085975,              0.0085975
                     20,                  1.957,                 2.1223,                 1.9487,                0.01416,                    0.2,                  0.018,                0.00824,                 5.3741,                 8.6892,                 28.029,               0.008515,               0.008515,               0.008515
                     21,                 2.1909,                 2.3281,                 2.0624,                0.01416,                    0.2,                  0.018,                0.00824,                 5.6804,                 6.0766,                 23.305,              0.0084325,              0.0084325,              0.0084325
                     22,                 2.1865,                 2.3162,                 2.1456,                0.01248,                    0.2,                0.01066,                0.00213,                 3.1397,                 7.1141,                 5.0223,                0.00835,                0.00835,                0.00835
                     23,                 2.2273,                 2.4592,                 2.1069,                0.09033,                    0.2,                0.03501,                0.00919,                 4.2398,                 8.1645,                 5.8666,              0.0082675,              0.0082675,              0.0082675
                     24,                 2.0317,                 2.1868,                 1.8224,                0.12316,                    0.2,                0.03628,                0.01437,                  4.325,                 6.1143,                 7.3404,               0.008185,               0.008185,               0.008185
                     25,                 2.0812,                 2.1687,                 1.8081,                0.34537,                    0.4,                0.28251,                0.10679,                 3.9615,                 2.5026,                 5.2706,              0.0081025,              0.0081025,              0.0081025
                     26,                 1.9895,                  2.267,                 1.8376,                0.34537,                    0.4,                0.28251,                0.10679,                 3.9615,                 2.5026,                 5.2706,                0.00802,                0.00802,                0.00802
                     27,                 1.7732,                 1.9975,                 1.5343,                0.89148,                    0.2,                0.26361,                0.14423,                 3.2675,                 4.3007,                 4.2039,              0.0079375,              0.0079375,              0.0079375
                     28,                 2.0378,                 2.3085,                 1.9188,                0.13074,                    0.2,                0.05129,                0.01112,                 3.6204,                 4.7821,                 5.1451,               0.007855,               0.007855,               0.007855
                     29,                 2.3443,                 2.5199,                 2.1777,                0.00529,                    0.2,                 0.0026,                0.00069,                 4.0666,                 10.173,                 5.9581,              0.0077725,              0.0077725,              0.0077725
                     30,                 2.0075,                 2.1936,                 1.8067,                0.05384,                    0.2,                0.01298,                 0.0074,                 3.4866,                 14.509,                 6.0539,                0.00769,                0.00769,                0.00769
                     31,                 1.6798,                  2.024,                 1.5366,                0.00393,                    0.2,                0.00182,                  0.001,                 3.5299,                 149.72,                 8.2172,              0.0076075,              0.0076075,              0.0076075
                     32,                 2.2346,                 2.6947,                 1.9296,                0.00393,                    0.2,                0.00182,                  0.001,                 3.5299,                 149.72,                 8.2172,               0.007525,               0.007525,               0.007525
                     33,                 1.9539,                 2.3106,                 1.8495,                0.00336,                    0.2,                0.00156,                0.00061,                 4.1362,                    256,                  13.86,              0.0074425,              0.0074425,              0.0074425
                     34,                 1.9469,                 2.4592,                 1.8591,                 0.0459,                    0.2,                 0.0328,                0.00656,                 3.7163,                 43.915,                 6.7198,                0.00736,                0.00736,                0.00736
                     35,                 1.8889,                 2.0232,                 1.8173,                 0.1845,                    0.2,                0.19671,                0.13705,                 2.8636,                 20.783,                  5.037,              0.0072775,              0.0072775,              0.0072775
                     36,                 1.9866,                 2.3295,                 1.7927,                0.79017,                    0.2,                0.21581,                0.15973,                 3.0824,                 5.5204,                 5.2825,               0.007195,               0.007195,               0.007195
                     37,                 1.8964,                 2.0759,                  1.874,                0.88039,                    0.2,                 0.2359,                0.17474,                 2.5958,                 2.6845,                  3.593,              0.0071125,              0.0071125,              0.0071125
                     38,                 1.6591,                  2.095,                  1.554,                0.29796,                    0.2,                0.10043,                0.06412,                 2.3302,                 3.0497,                 2.7035,                0.00703,                0.00703,                0.00703
                     39,                 1.8561,                 1.9991,                 1.8473,                0.29796,                    0.2,                0.10043,                0.06412,                 2.3302,                 3.0497,                 2.7035,              0.0069475,              0.0069475,              0.0069475
                     40,                 1.7936,                 1.8921,                 1.7816,                  0.459,                    0.2,                0.11958,                0.08306,                 2.3468,                 3.3804,                 2.8694,               0.006865,               0.006865,               0.006865
                     41,                 1.6674,                 1.9343,                 1.6725,                0.44557,                    0.2,                  0.149,                 0.0788,                 2.2384,                 3.0852,                 2.9161,              0.0067825,              0.0067825,              0.0067825
                     42,                 1.6376,                 1.8117,                 1.6268,                 0.2399,                    0.2,                0.09463,                0.04793,                 2.1894,                 3.1025,                 3.0227,                 0.0067,                 0.0067,                 0.0067
                     43,                 1.9703,                 2.4116,                 1.8169,                0.43857,                    0.2,                0.24892,                0.14531,                 2.2026,                 2.4452,                 3.0274,              0.0066175,              0.0066175,              0.0066175
                     44,                 1.7778,                 1.8879,                 1.6601,                 0.3077,                    0.4,                0.22163,                0.12458,                 1.9122,                 2.1066,                 2.7576,               0.006535,               0.006535,               0.006535
                     45,                 1.6863,                 1.8996,                 1.4927,                 0.3077,                    0.4,                0.22163,                0.12458,                 1.9122,                 2.1066,                 2.7576,              0.0064525,              0.0064525,              0.0064525
                     46,                  1.752,                 1.8684,                 1.5798,                0.31348,                    0.4,                0.19916,                0.09511,                 2.2988,                 2.3449,                 2.9544,                0.00637,                0.00637,                0.00637
                     47,                 1.6468,                 1.8223,                 1.4764,                0.39486,                    0.4,                0.21117,                0.10813,                 2.3924,                 2.2974,                  2.966,              0.0062875,              0.0062875,              0.0062875
                     48,                 1.6492,                 1.7119,                 1.5797,                0.46012,                    0.4,                0.21227,                0.12239,                 2.3007,                 2.3663,                 2.8862,               0.006205,               0.006205,               0.006205
                     49,                 1.8572,                 2.0461,                 1.6876,                0.33265,                    0.4,                0.18285,                0.09724,                 2.3513,                  2.594,                 2.8138,              0.0061225,              0.0061225,              0.0061225
                     50,                 1.8231,                 1.9598,                 1.7186,                0.29477,                    0.4,                0.18336,                0.10021,                 2.3162,                  2.984,                 2.8147,                0.00604,                0.00604,                0.00604
                     51,                 1.8692,                 1.9303,                 1.6977,                0.20666,                    0.4,                0.11872,                0.06267,                 2.3198,                 3.2367,                 2.8037,              0.0059575,              0.0059575,              0.0059575
                     52,                 1.6632,                 1.6699,                 1.5249,                0.20666,                    0.4,                0.11872,                0.06267,                 2.3198,                 3.2367,                 2.8037,               0.005875,               0.005875,               0.005875
                     53,                 1.7093,                 1.6602,                 1.5568,                0.19717,                    0.4,                0.15206,                0.09015,                 2.3246,                 3.2799,                  2.774,              0.0057925,              0.0057925,              0.0057925
                     54,                 1.7024,                  1.807,                 1.6394,                0.26843,                    0.4,                 0.2148,                 0.1128,                 2.3169,                 3.0083,                 2.7162,                0.00571,                0.00571,                0.00571
                     55,                 1.6679,                 1.9026,                 1.6944,                 0.6401,                    0.4,                0.40189,                0.22574,                 2.2703,                 2.6153,                 2.7297,              0.0056275,              0.0056275,              0.0056275
                     56,                 1.6194,                  1.885,                 1.5453,                0.95229,                    0.4,                0.46061,                0.23106,                 2.3007,                 2.3522,                 2.7421,               0.005545,               0.005545,               0.005545
                     57,                 1.6432,                 1.9941,                 1.7059,                0.96131,                    0.4,                0.44912,                0.26808,                 2.2344,                 2.2785,                 2.7159,              0.0054625,              0.0054625,              0.0054625
                     58,                 1.5883,                 1.6382,                 1.5808,                0.96131,                    0.4,                0.44912,                0.26808,                 2.2344,                 2.2785,                 2.7159,                0.00538,                0.00538,                0.00538
                     59,                 1.5214,                 1.6755,                 1.4667,                0.96406,                    0.4,                 0.4607,                0.28752,                 2.2849,                 2.3119,                 2.8505,              0.0052975,              0.0052975,              0.0052975
                     60,                 1.6677,                 1.6508,                 1.6403,                0.98206,                    0.4,                0.47755,                0.26855,                  2.311,                 2.2813,                   2.94,               0.005215,               0.005215,               0.005215
                     61,                 1.5764,                 1.7967,                 1.5499,                      1,                0.37756,                0.49065,                0.27665,                 2.5015,                  2.223,                 3.2458,              0.0051325,              0.0051325,              0.0051325
                     62,                 1.6529,                 1.7477,                 1.5557,                      1,                0.37196,                 0.4769,                0.25448,                 2.4831,                 2.2058,                  3.186,                0.00505,                0.00505,                0.00505
                     63,                 1.4866,                 1.6969,                 1.4283,                      1,                0.39571,                0.48877,                0.26611,                 2.3752,                 2.2114,                 2.9436,              0.0049675,              0.0049675,              0.0049675
                     64,                 1.7268,                 1.8991,                  1.574,                 0.9885,                    0.4,                0.46801,                0.29722,                 2.2656,                 2.0627,                   2.71,               0.004885,               0.004885,               0.004885
                     65,                 1.5366,                 1.7134,                  1.627,                 0.9885,                    0.4,                0.46801,                0.29722,                 2.2656,                 2.0627,                   2.71,              0.0048025,              0.0048025,              0.0048025
                     66,                  1.543,                 1.6647,                  1.504,                      1,                0.39078,                0.44738,                0.32666,                 2.2824,                 2.3107,                 2.9728,                0.00472,                0.00472,                0.00472
                     67,                 1.6142,                 1.6536,                 1.5322,                0.38061,                    0.4,                0.30392,                0.20764,                 2.3111,                 2.4411,                 2.9689,              0.0046375,              0.0046375,              0.0046375
                     68,                 1.7232,                 1.7909,                 1.7394,                0.44723,                    0.4,                0.31645,                0.19993,                 2.2073,                 2.4137,                 2.6957,               0.004555,               0.004555,               0.004555
                     69,                  1.583,                 1.4932,                 1.5015,                0.57976,                    0.4,                0.36313,                0.24062,                 2.1706,                 2.2343,                 2.6669,              0.0044725,              0.0044725,              0.0044725
                     70,                 1.4764,                 1.5067,                 1.5486,                      1,                0.39301,                0.40921,                0.29863,                 2.2027,                 2.4493,                 2.8652,                0.00439,                0.00439,                0.00439
                     71,                 1.4482,                 1.6672,                 1.4818,                      1,                0.39301,                0.40921,                0.29863,                 2.2027,                 2.4493,                 2.8652,              0.0043075,              0.0043075,              0.0043075
                     72,                 1.4309,                 1.5227,                 1.3483,                      1,                0.39777,                 0.4082,                0.27878,                 2.1559,                 2.7099,                 3.0625,               0.004225,               0.004225,               0.004225
                     73,                 1.6464,                 1.8202,                 1.5917,                      1,                0.39607,                0.40772,                0.27913,                 2.0774,                 2.8028,                  2.964,              0.0041425,              0.0041425,              0.0041425
                     74,                 1.5046,                 1.5012,                 1.4283,                      1,                0.39593,                0.40766,                0.28006,                 2.0517,                 2.5748,                 2.8598,                0.00406,                0.00406,                0.00406
                     75,                 1.6497,                 1.8032,                 1.5802,                      1,                0.39629,                0.40833,                0.29999,                 2.0986,                 2.4129,                 2.7668,              0.0039775,              0.0039775,              0.0039775
                     76,                 1.4995,                 1.5481,                 1.4664,                      1,                0.39512,                0.40672,                0.29981,                 2.2145,                 2.4628,                 2.8242,               0.003895,               0.003895,               0.003895
                     77,                  1.483,                 1.5716,                 1.5138,                      1,                0.39284,                0.40466,                0.25943,                 2.1658,                 2.4868,                 2.7942,              0.0038125,              0.0038125,              0.0038125
                     78,                 1.3399,                 1.4176,                 1.3731,                      1,                0.39284,                0.40466,                0.25943,                 2.1658,                 2.4868,                 2.7942,                0.00373,                0.00373,                0.00373
                     79,                 1.4788,                 1.5268,                 1.4638,                      1,                0.37773,                0.40195,                0.27794,                 2.1796,                 2.5185,                 2.7953,              0.0036475,              0.0036475,              0.0036475
                     80,                 1.3987,                 1.5008,                 1.4905,                      1,                0.39297,                0.40626,                0.27795,                 2.2383,                 2.4871,                 2.9198,               0.003565,               0.003565,               0.003565
                     81,                 1.4535,                 1.5364,                 1.5957,                      1,                0.39034,                0.40478,                0.25863,                 2.2669,                 2.4749,                 2.9652,              0.0034825,              0.0034825,              0.0034825
                     82,                 1.4483,                 1.4596,                 1.5254,                      1,                0.39429,                0.40681,                 0.2363,                  2.304,                 2.3758,                  3.051,                 0.0034,                 0.0034,                 0.0034
                     83,                 1.4175,                 1.3765,                 1.4287,                      1,                0.39763,                0.41342,                0.23145,                 2.4487,                 2.2734,                 3.1891,              0.0033175,              0.0033175,              0.0033175
                     84,                 1.3598,                 1.3276,                 1.3623,                      1,                0.39763,                0.41342,                0.23145,                 2.4487,                 2.2734,                 3.1891,               0.003235,               0.003235,               0.003235
                     85,                 1.4354,                 1.4269,                 1.3367,                      1,                0.39909,                0.42136,                0.24873,                 2.5211,                 2.1596,                 3.2199,              0.0031525,              0.0031525,              0.0031525
                     86,                 1.4218,                 1.3931,                 1.5102,                      1,                0.39921,                0.43272,                0.25176,                 2.3955,                 1.9867,                 2.8496,                0.00307,                0.00307,                0.00307
                     87,                 1.4794,                 1.4275,                 1.4035,                0.99281,                    0.4,                0.46101,                0.28906,                 2.3954,                 1.8691,                 2.7537,              0.0029875,              0.0029875,              0.0029875
                     88,                 1.1937,                 1.4689,                 1.2162,                0.98183,                    0.4,                0.50106,                0.31347,                 2.4314,                 1.9106,                 2.7772,               0.002905,               0.002905,               0.002905
                     89,                 1.4662,                 1.5252,                  1.574,                0.98425,                    0.4,                0.60929,                0.35076,                  2.367,                 1.8177,                 2.6834,              0.0028225,              0.0028225,              0.0028225
                     90,                 1.4131,                   1.43,                 1.4327,                0.98867,                    0.4,                0.52397,                0.32483,                 2.3134,                 1.7811,                 2.5968,                0.00274,                0.00274,                0.00274
                     91,                 1.4431,                 1.4651,                 1.5007,                0.98867,                    0.4,                0.52397,                0.32483,                 2.3134,                 1.7811,                 2.5968,              0.0026575,              0.0026575,              0.0026575
                     92,                 1.4733,                 1.5611,                  1.537,                 0.9901,                    0.4,                0.46181,                0.31634,                 2.3699,                 1.9685,                 2.7693,               0.002575,               0.002575,               0.002575
                     93,                 1.4193,                 1.6047,                 1.5234,                0.99051,                    0.4,                0.46671,                0.31141,                 2.4658,                 2.0972,                 2.8892,              0.0024925,              0.0024925,              0.0024925
                     94,                 1.3193,                  1.262,                 1.3524,                0.98721,                    0.4,                0.44308,                0.30244,                 2.4756,                 2.1516,                 2.9423,                0.00241,                0.00241,                0.00241
                     95,                 1.6337,                 1.5048,                 1.5588,                0.97915,                    0.4,                0.43908,                0.32557,                 2.5203,                 2.0016,                 3.0077,              0.0023275,              0.0023275,              0.0023275
                     96,                 1.1637,                 1.3558,                 1.2545,                0.97441,                    0.4,                 0.4255,                0.32269,                 2.5171,                 1.9942,                  3.039,               0.002245,               0.002245,               0.002245
                     97,                 1.3651,                 1.4239,                 1.4212,                0.97441,                    0.4,                 0.4255,                0.32269,                 2.5171,                 1.9942,                  3.039,              0.0021625,              0.0021625,              0.0021625
                     98,                 1.2233,                 1.2405,                 1.3693,                0.96834,                    0.4,                0.49135,                0.30846,                 2.4739,                 1.9374,                 3.1122,                0.00208,                0.00208,                0.00208
                     99,                 1.7136,                 1.6967,                 1.7189,                0.96679,                    0.4,                0.42495,                0.30284,                 2.4746,                 1.8886,                 3.0506,              0.0019975,              0.0019975,              0.0019975
                    100,                  1.384,                 1.3859,                 1.4167,                0.96645,                    0.4,                0.42131,                0.30202,                 2.4385,                 1.8862,                 3.0261,               0.001915,               0.001915,               0.001915
                    101,                 1.1101,                 1.2158,                 1.1018,                0.96008,                    0.4,                0.46291,                0.30547,                 2.4295,                 1.8768,                 3.0495,              0.0018325,              0.0018325,              0.0018325
                    102,                 1.3148,                 1.3567,                 1.3892,                0.96604,                    0.4,                0.48669,                0.31098,                 2.3305,                 1.8953,                 2.9215,                0.00175,                0.00175,                0.00175
                    103,                 1.4382,                 1.4347,                 1.5451,                0.96824,                    0.4,                0.48637,                0.33208,                 2.2436,                 1.8993,                 2.8211,              0.0016675,              0.0016675,              0.0016675
                    104,                 1.3331,                 1.4637,                  1.397,                0.96824,                    0.4,                0.48637,                0.33208,                 2.2436,                 1.8993,                 2.8211,               0.001585,               0.001585,               0.001585
                    105,                 1.3161,                 1.2432,                  1.398,                0.96995,                    0.4,                0.49877,                0.32402,                 2.2081,                 1.8513,                 2.7373,              0.0015025,              0.0015025,              0.0015025
                    106,                 1.4317,                 1.2925,                 1.4523,                0.97015,                    0.4,                0.49207,                0.32194,                  2.177,                 1.9071,                  2.658,                0.00142,                0.00142,                0.00142
                    107,                 1.3287,                 1.4186,                 1.4302,                0.96952,                    0.4,                0.47904,                0.31866,                 2.1653,                 1.9165,                 2.5844,              0.0013375,              0.0013375,              0.0013375
                    108,                 1.2548,                 1.1798,                  1.249,                0.96812,                    0.4,                0.47994,                0.31337,                 2.1877,                 2.0046,                 2.5594,               0.001255,               0.001255,               0.001255
                    109,                 1.3449,                  1.359,                 1.4777,                0.96747,                    0.4,                0.43306,                0.30386,                 2.2238,                 2.2146,                 2.6665,              0.0011725,              0.0011725,              0.0011725
                    110,                 1.1468,                 1.1393,                 1.2769,                0.96747,                    0.4,                0.43306,                0.30386,                 2.2238,                 2.2146,                 2.6665,                0.00109,                0.00109,                0.00109
                    111,                 1.3294,                 1.2616,                 1.4926,                0.96695,                    0.4,                0.43687,                0.30503,                 2.1705,                 2.1006,                  2.572,              0.0010075,              0.0010075,              0.0010075
                    112,                 1.2526,                 1.2427,                 1.4002,                 0.9714,                    0.4,                0.42584,                0.28318,                 2.1508,                 2.1665,                 2.5917,               0.000925,               0.000925,               0.000925
                    113,                 1.3315,                 1.2777,                 1.4497,                 0.9725,                    0.4,                0.43123,                0.28454,                 2.1475,                 2.1526,                 2.6704,              0.0008425,              0.0008425,              0.0008425
                    114,                 1.0747,                 1.0983,                 1.2631,                0.97405,                    0.4,                 0.4397,                0.28595,                 2.1447,                 2.1497,                  2.672,                0.00076,                0.00076,                0.00076
                    115,                 1.2889,                 1.1792,                 1.4298,                0.97531,                    0.4,                0.43911,                0.30576,                 2.0849,                 2.0615,                 2.5838,              0.0006775,              0.0006775,              0.0006775
                    116,                 1.2439,                 1.2068,                 1.4263,                0.97541,                    0.4,                0.45417,                 0.3144,                 2.0938,                  2.008,                 2.5603,               0.000595,               0.000595,               0.000595
                    117,                 1.2986,                  1.128,                 1.4697,                0.97541,                    0.4,                0.45417,                 0.3144,                 2.0938,                  2.008,                 2.5603,              0.0005125,              0.0005125,              0.0005125
                    118,                  1.493,                 1.3679,                 1.7692,                0.97669,                    0.4,                0.45974,                0.31679,                 2.1097,                 1.9857,                 2.5421,                0.00043,                0.00043,                0.00043
                    119,                 1.0879,                 1.0412,                 1.2644,                 0.9732,                    0.4,                0.46831,                0.31873,                 2.1298,                 2.0244,                 2.5768,              0.0003475,              0.0003475,              0.0003475
                    120,                 1.4283,                 1.2708,                  1.338,                0.97265,                    0.4,                0.47734,                0.32178,                 2.1332,                 1.9851,                 2.5815,               0.000265,               0.000265,               0.000265
